Campaign name,Day,Delivery status,Delivery level,Attribution setting,Result type,Results,Reach,Frequency,Cost per result,Amount spent (INR),Impressions,"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Clicks (all),CTR (all),CPC (all),In-app purchases,Registrations completed,In-app registrations completed,Website registrations completed,Cost per registration completed,Purchases,Purchases conversion value,In-app purchases conversion value,Cost per purchase,Purchase ROAS (return on ad spend),In-app purchase ROAS (return on ad spend),percentage app,App installs,Mobile app installs,Cost per app install,Reporting starts,Reporting ends
New App promotion oman and bahrain Campaign 22 jan 2026,4/8/2026,active,campaign,7-day click,,,20721,1.52733941,,2986.28,31648,94.35920121,137,21.79766423,0.43288675,154,0.48660263,19.39142857,,71,71,,42.06028169,,,,,,,40.1459854,55,55,54.296,4/8/2026,4/8/2026
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,4/8/2026,active,campaign,7-day click,In-app purchases,12,60321,1.4210474,553.9608333,6647.53,85719,77.5502514,573,11.601274,0.66846323,655,0.76412464,10.14890076,12,177,177,,37.55666667,12,17172,17172,553.9608333,2.58321512,2.58321512,31.58813264,181,181,36.72668508,4/8/2026,4/8/2026
Middle Funnel 2(web visit),4/8/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,5,2010,1.46766169,29.758,148.79,2950,50.43728814,18,8.26611111,0.61016949,28,0.94915254,5.31392857,,5,4,1,29.758,,,,,,,11.11111111,2,2,74.395,4/8/2026,4/8/2026
Middle Funnel Ad 3(fb-insta),4/8/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,44,14591,1.2213008,7.49022727,329.57,17820,18.49438833,91,3.62164835,0.51066218,457,2.56453423,0.72115974,1,44,37,7,7.49022727,1,268,268,329.57,0.81318081,0.81318081,13.18681319,12,12,27.46416667,4/8/2026,4/8/2026
NF App Conversions,4/8/2026,active,campaign,7-day click or 1-day view,In-app purchases,11,4960,1.74435484,87.48090909,962.29,8652,111.2216829,466,2.065,5.38603791,522,6.0332871,1.84346743,11,39,39,,24.67410256,11,13291,13291,87.48090909,13.81184466,13.81184466,1.07296137,5,5,192.458,4/8/2026,4/8/2026
Bottom Funnel – Copy,4/8/2026,active,campaign,7-day click or 1-day view,actions:purchase,9,8582,1.46364484,36.43777778,327.94,12561,26.10779397,39,8.40871795,0.31048483,357,2.8421304,0.91859944,9,11,11,,29.81272727,9,4052,4052,36.43777778,12.35591877,12.35591877,5.12820513,2,2,163.97,4/8/2026,4/8/2026
Advantage+ KSA app campaign 01/08/2024 Campaign,4/8/2026,active,campaign,7-day click,In-app purchases,2,23068,1.35178602,1239.755,2479.51,31183,79.51479973,178,13.92983146,0.57082385,212,0.67985761,11.69580189,2,116,116,,21.37508621,2,13101.43,13101.43,1239.755,5.28387867,5.28387867,48.87640449,87,87,28.50011494,4/8/2026,4/8/2026
All-Lookalike-manual-registration 27-07-24,4/8/2026,active,campaign,7-day click,,,263106,1.33808427,,15475.85,352058,43.95823984,1390,11.13370504,0.39482131,1862,0.52889013,8.31141246,15,508,508,,30.46427165,15,14589,14589,1031.723333,0.94269459,0.94269459,34.38848921,478,478,32.37625523,4/8/2026,4/8/2026
New App IOS KSA promotion campaign,4/8/2026,active,campaign,Multiple attribution settings,,,15957,1.2226609,,2852.07,19510,146.1850333,235,12.13646809,1.20451051,283,1.45053819,10.07798587,,24,24,,118.83625,,,,,,,12.76595745,30,30,95.069,4/8/2026,4/8/2026
Advantage+ shopping campaign 02/03/2025 Campaign,4/8/2026,active,campaign,Multiple attribution settings,,,32699,2.08116456,,1948.93,68052,28.63883501,375,5.19714667,0.5510492,2126,3.12408158,0.91671214,51,86,81,5,22.66197674,51,32626,32626,38.21431373,16.74046785,16.74046785,6.13333333,23,23,84.73608696,4/8/2026,4/8/2026
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,4/8/2026,active,campaign,7-day click,In-app purchases,41,653345,1.43586007,856.1926829,35103.9,938112,37.4197324,3000,11.7013,0.31979124,3966,0.42276402,8.85121029,41,1315,1315,,26.69498099,41,13060,13060,856.1926829,0.37203843,0.37203843,39.6,1188,1188,29.54873737,4/8/2026,4/8/2026
UAE App promotion Campaign 26 June 25,4/8/2026,active,campaign,7-day click,In-app purchases,3,6664,1.43952581,534.7933333,1604.38,9593,167.2448661,82,19.56560976,0.85478995,106,1.10497238,15.13566038,3,61,61,,26.30131148,3,6096.7,6096.7,534.7933333,3.8000349,3.8000349,63.41463415,52,52,30.85346154,4/8/2026,4/8/2026
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,4/8/2026,active,campaign,Multiple attribution settings,In-app purchases,1,192742,1.32666985,11990.58,11990.58,255705,46.8922391,1067,11.23765698,0.41727772,2319,0.90690444,5.17058215,1,255,255,,47.02188235,1,4383.15,4383.15,11990.58,0.36554946,0.36554946,27.55388941,294,294,40.78428571,4/8/2026,4/8/2026
New qatar App promotion Campaign 23 sept 25,4/8/2026,active,campaign,7-day click,,,14122,1.48449228,,2161.21,20964,103.0914902,133,16.24969925,0.63442091,145,0.6916619,14.90489655,,67,67,,32.25686567,,,,,,,36.09022556,48,48,45.02520833,4/8/2026,4/8/2026
New Awareness campaign 24/10/25 –duplicate (07/11/25),4/8/2026,active,campaign,7-day click or 1-day view,,,560208,1,,1007.78,560208,1.79893897,132,7.63469697,0.02356268,342,0.06104875,2.94672515,1,3,3,,335.9266667,1,1972,1972,1007.78,1.95677628,1.95677628,1.51515152,2,2,503.89,4/8/2026,4/8/2026
New App IOS KSA promotion campaign,4/7/2026,active,campaign,Multiple attribution settings,,,14923,1.29786236,,3070.65,19368,158.5424411,206,14.90606796,1.06361008,279,1.44052045,11.00591398,,29,29,,105.8844828,,,,,,,19.41747573,40,40,76.76625,4/7/2026,4/7/2026
Middle Funnel 2(web visit),4/7/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,9,2315,1.57451404,16.98888889,152.9,3645,41.9478738,19,8.04736842,0.521262,32,0.87791495,4.778125,,9,6,3,16.98888889,,,,,,,10.52631579,2,2,76.45,4/7/2026,4/7/2026
Middle Funnel Ad 3(fb-insta),4/7/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,35,14968,1.25835115,8.89485714,311.32,18835,16.52880276,75,4.15093333,0.39819485,436,2.31483939,0.7140367,,35,30,5,8.89485714,,,,,,,5.33333333,4,4,77.83,4/7/2026,4/7/2026
NF App Conversions,4/7/2026,active,campaign,7-day click or 1-day view,In-app purchases,4,4359,1.83941271,236.1025,944.41,8018,117.786231,399,2.36694236,4.97630332,447,5.57495635,2.11277405,4,58,58,,16.28293103,5,6234,3234,188.882,6.60094662,3.42436018,1.25313283,5,5,188.882,4/7/2026,4/7/2026
Bottom Funnel – Copy,4/7/2026,active,campaign,7-day click or 1-day view,actions:purchase,6,9855,1.5514967,61.57833333,369.47,15290,24.16415958,55,6.71763636,0.35971223,483,3.1589274,0.76494824,6,42,42,,8.79690476,6,4110,4110,61.57833333,11.12404255,11.12404255,14.54545455,8,8,46.18375,4/7/2026,4/7/2026
Advantage+ KSA app campaign 01/08/2024 Campaign,4/7/2026,active,campaign,7-day click,,,21519,1.32998745,,2383.33,28620,83.27498253,141,16.90304965,0.49266247,193,0.6743536,12.3488601,,84,84,,28.37297619,,,,,,,43.26241135,61,61,39.07098361,4/7/2026,4/7/2026
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,4/7/2026,active,campaign,7-day click,In-app purchases,9,67361,1.34990573,662.54,5962.86,90931,65.57565627,534,11.16640449,0.58725847,681,0.74891951,8.75603524,9,248,248,,24.04379032,9,2484,2484,662.54,0.41657862,0.41657862,38.20224719,204,204,29.22970588,4/7/2026,4/7/2026
All-Lookalike-manual-registration 27-07-24,4/7/2026,active,campaign,7-day click,,,274393,1.4196645,,16006.25,389546,41.08949906,1271,12.59343037,0.32627726,1837,0.4715746,8.71325531,11,547,547,,29.261883,11,6884,6884,1455.113636,0.430082,0.430082,36.82140047,468,468,34.20138889,4/7/2026,4/7/2026
Advantage+ shopping campaign 02/03/2025 Campaign,4/7/2026,active,campaign,Multiple attribution settings,,,34342,2.10107157,,2091.3,72155,28.98343843,373,5.60670241,0.51694269,2692,3.73085718,0.77685736,32,149,146,3,14.03557047,32,27970,27970,65.353125,13.37445608,13.37445608,5.36193029,20,20,104.565,4/7/2026,4/7/2026
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,4/7/2026,active,campaign,7-day click,In-app purchases,33,736639,1.43460773,1092.250909,36044.28,1056788,34.10738956,3153,11.4317412,0.29835691,4412,0.41749149,8.16960109,33,1464,1464,,24.62040984,33,13696,13696,1092.250909,0.37997707,0.37997707,40.21566762,1268,1268,28.42608833,4/7/2026,4/7/2026
UAE App promotion Campaign 26 June 25,4/7/2026,active,campaign,7-day click,In-app purchases,3,7115,1.4417428,511.1033333,1533.31,10258,149.4745564,75,20.44413333,0.73113667,92,0.89686099,16.66641304,3,51,51,,30.06490196,3,13066,13066,511.1033333,8.52143402,8.52143402,54.66666667,41,41,37.39780488,4/7/2026,4/7/2026
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,4/7/2026,active,campaign,Multiple attribution settings,In-app purchases,4,216429,1.37504216,3294.195,13176.78,297599,44.2769633,1036,12.71889961,0.34811945,2437,0.81888716,5.40696758,4,280,280,,47.05992857,4,10666.31,10666.31,3294.195,0.80947773,0.80947773,31.75675676,329,329,40.05100304,4/7/2026,4/7/2026
New qatar App promotion Campaign 23 sept 25,4/7/2026,active,campaign,7-day click,In-app purchases,1,13132,1.4986293,2152.41,2152.41,19680,109.3704268,102,21.10205882,0.51829268,118,0.5995935,18.24076271,1,54,54,,39.85944444,1,2117.13,2117.13,2152.41,0.98360907,0.98360907,36.2745098,37,37,58.17324324,4/7/2026,4/7/2026
New Awareness campaign 24/10/25 –duplicate (07/11/25),4/7/2026,active,campaign,7-day click or 1-day view,,,525713,1.01849488,,958.3,535436,1.78975639,98,9.77857143,0.01830284,296,0.05528205,3.2375,,,,,,,,,,,,1.02040816,1,1,958.3,4/7/2026,4/7/2026
New App promotion oman and bahrain Campaign 22 jan 2026,4/7/2026,active,campaign,7-day click,,,18365,1.66724748,,2943.47,30619,96.13214017,145,20.2997931,0.47356217,167,0.54541298,17.62556886,,57,57,,51.63982456,,,,,,,29.65517241,43,43,68.4527907,4/7/2026,4/7/2026
Middle Funnel 2(web visit),4/6/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,5,2224,1.55305755,28.852,144.26,3454,41.76606833,15,9.61733333,0.4342791,19,0.55008686,7.59263158,1,5,2,3,28.852,1,299,299,144.26,2.07264661,2.07264661,6.66666667,1,1,144.26,4/6/2026,4/6/2026
Middle Funnel Ad 3(fb-insta),4/6/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,42,16005,1.22724149,8.56261905,359.63,19642,18.30923531,93,3.86698925,0.47347521,393,2.00081458,0.91508906,,42,39,3,8.56261905,,,,,,,10.75268817,10,10,35.963,4/6/2026,4/6/2026
NF App Conversions,4/6/2026,active,campaign,7-day click or 1-day view,In-app purchases,8,4545,1.89064906,123.32125,986.57,8593,114.8108926,528,1.86850379,6.14453625,553,6.43547073,1.78403255,8,32,30,2,30.8303125,8,13306,13306,123.32125,13.48713219,13.48713219,0.56818182,3,3,328.8566667,4/6/2026,4/6/2026
Bottom Funnel – Copy,4/6/2026,active,campaign,7-day click or 1-day view,actions:purchase,8,10131,1.61099595,52.20125,417.61,16321,25.58728019,62,6.73564516,0.37987868,440,2.69591324,0.94911364,8,24,23,1,17.40041667,8,10483,10483,52.20125,25.10236824,25.10236824,22.58064516,14,14,29.82928571,4/6/2026,4/6/2026
All-Lookalike-manual-registration 27-07-24,4/6/2026,active,campaign,7-day click,,,270122,1.43722836,,17023.73,388227,43.84993831,1551,10.97597034,0.39950853,2108,0.5429813,8.07577324,16,619,619,,27.50198708,16,10229,10229,1063.983125,0.60086714,0.60086714,38.42682141,596,596,28.56330537,4/6/2026,4/6/2026
Advantage+ KSA app campaign 01/08/2024 Campaign,4/6/2026,active,campaign,7-day click,In-app purchases,3,22854,1.37678306,871.2366667,2613.71,31465,83.06721754,223,11.72067265,0.70872398,263,0.83584936,9.93806084,3,149,149,,17.54167785,3,3815,3815,871.2366667,1.45961105,1.45961105,53.81165919,120,120,21.78091667,4/6/2026,4/6/2026
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,4/6/2026,active,campaign,7-day click,In-app purchases,7,63545,1.27327091,833.0385714,5831.27,80910,72.07106662,474,12.30225738,0.58583611,599,0.74032876,9.73500835,7,224,223,1,26.03245536,8,16702,13702,728.90875,2.86421311,2.34974542,36.28691983,172,172,33.90273256,4/6/2026,4/6/2026
Advantage+ shopping campaign 02/03/2025 Campaign,4/6/2026,active,campaign,Multiple attribution settings,,,33186,2.12689086,,2176.98,70583,30.84283751,357,6.09798319,0.50578751,2879,4.07888585,0.75615839,35,129,127,2,16.87581395,35,27334,27334,62.19942857,12.5559261,12.5559261,6.72268908,24,24,90.7075,4/6/2026,4/6/2026
New App IOS KSA promotion campaign,4/6/2026,active,campaign,Multiple attribution settings,,,15334,1.24761967,,3140.66,19131,164.1660133,212,14.81443396,1.10814908,260,1.35905076,12.07946154,,39,39,,80.52974359,,,,,,,19.33962264,41,41,76.60146341,4/6/2026,4/6/2026
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,4/6/2026,active,campaign,7-day click,In-app purchases,41,755835,1.43465307,945.2070732,38753.49,1084361,35.73855017,3554,10.90418965,0.32775063,4800,0.44265701,8.07364375,41,1647,1645,2,23.52974499,41,21133,21133,945.2070732,0.54531863,0.54531863,40.43331458,1437,1437,26.96832985,4/6/2026,4/6/2026
UAE App promotion Campaign 26 June 25,4/6/2026,active,campaign,7-day click,,,7854,1.39037433,,1649.05,10920,151.0119048,105,15.7052381,0.96153846,118,1.08058608,13.975,,75,75,,21.98733333,,,,,,,60.95238095,64,64,25.76640625,4/6/2026,4/6/2026
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,4/6/2026,active,campaign,Multiple attribution settings,In-app purchases,1,173794,1.38095676,12980.35,12980.35,240002,54.08434096,844,15.37956161,0.35166374,1759,0.73291056,7.3793917,1,329,329,,39.45395137,1,384,384,12980.35,0.02958318,0.02958318,45.73459716,386,386,33.62784974,4/6/2026,4/6/2026
New qatar App promotion Campaign 23 sept 25,4/6/2026,active,campaign,7-day click,,,14459,1.51359015,,2225.68,21885,101.6988805,112,19.87214286,0.51176605,134,0.61229152,16.60955224,,58,58,,38.3737931,,,,,,,45.53571429,51,51,43.64078431,4/6/2026,4/6/2026
New Awareness campaign 24/10/25 –duplicate (07/11/25),4/6/2026,active,campaign,7-day click or 1-day view,,,562170,1.00517815,,1010.3,565081,1.78788528,102,9.90490196,0.01805051,311,0.05503636,3.24855305,1,2,2,,505.15,1,299,299,1010.3,0.2959517,0.2959517,1.96078431,2,2,505.15,4/6/2026,4/6/2026
New App promotion oman and bahrain Campaign 22 jan 2026,4/6/2026,active,campaign,7-day click,In-app purchases,1,19423,1.62678268,3008.81,3008.81,31597,95.22454663,147,20.46809524,0.46523404,172,0.54435548,17.4930814,1,56,56,,53.72875,1,2958,2958,3008.81,0.98311293,0.98311293,34.01360544,50,50,60.1762,4/6/2026,4/6/2026
New App IOS KSA promotion campaign,4/5/2026,active,campaign,Multiple attribution settings,,,17531,1.19998859,,3576.76,21037,170.0223416,239,14.96552301,1.13609355,280,1.33098826,12.77414286,,34,34,,105.1988235,,,,,,,16.31799163,39,39,91.71179487,4/5/2026,4/5/2026
Middle Funnel 2(web visit),4/5/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,18,2355,1.52653928,8.57444444,154.34,3595,42.93184979,25,6.1736,0.69541029,58,1.61335188,2.66103448,,18,16,2,8.57444444,,,,,,,32,8,8,19.2925,4/5/2026,4/5/2026
Middle Funnel Ad 3(fb-insta),4/5/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,50,15585,1.24959897,7.8358,391.79,19475,20.11758665,93,4.2127957,0.4775353,390,2.00256739,1.00458974,1,50,46,4,7.8358,1,369,369,391.79,0.94183108,0.94183108,12.90322581,12,12,32.64916667,4/5/2026,4/5/2026
NF App Conversions,4/5/2026,active,campaign,7-day click or 1-day view,In-app purchases,12,4990,1.83166333,85.815,1029.78,9140,112.6673961,567,1.81619048,6.20350109,590,6.45514223,1.74538983,12,33,33,,31.20545455,12,11930,11930,85.815,11.58499874,11.58499874,1.05820106,6,6,171.63,4/5/2026,4/5/2026
Bottom Funnel – Copy,4/5/2026,active,campaign,7-day click or 1-day view,actions:purchase,7,9231,1.68432456,61.14571429,428.02,15548,27.52894263,48,8.91708333,0.30872138,220,1.41497299,1.94554545,7,25,25,,17.1208,7,8088,8088,61.14571429,18.89631326,18.89631326,16.66666667,8,8,53.5025,4/5/2026,4/5/2026
Advantage+ KSA app campaign 01/08/2024 Campaign,4/5/2026,active,campaign,7-day click,,,22823,1.42316961,,2690.53,32481,82.83396447,243,11.07213992,0.74812968,268,0.82509775,10.03929104,,140,140,,19.21807143,,,,,,,43.62139918,106,106,25.38235849,4/5/2026,4/5/2026
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,4/5/2026,active,campaign,7-day click,In-app purchases,8,65704,1.31023986,756.90625,6055.25,86088,70.33791005,510,11.87303922,0.59241706,616,0.71554688,9.8299513,8,198,198,,30.58207071,8,15536,15536,756.90625,2.56570744,2.56570744,36.8627451,188,188,32.2087766,4/5/2026,4/5/2026
All-Lookalike-manual-registration 27-07-24,4/5/2026,active,campaign,7-day click,,,274102,1.43634851,,16672.44,393706,42.34743692,1650,10.10450909,0.41909445,2187,0.55549065,7.62342936,14,605,605,,27.55775207,14,7749,7749,1190.888571,0.464779,0.464779,33.87878788,559,559,29.82547406,4/5/2026,4/5/2026
Advantage+ shopping campaign 02/03/2025 Campaign,4/5/2026,active,campaign,Multiple attribution settings,,,27556,2.45184352,,2194.81,67563,32.48538401,345,6.36176812,0.51063452,1844,2.7293045,1.19024403,32,89,85,4,24.66078652,32,33887,33887,68.5878125,15.43960525,15.43960525,4.92753623,17,17,129.1064706,4/5/2026,4/5/2026
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,4/5/2026,active,campaign,7-day click,In-app purchases,49,771169,1.42934298,774.9904082,37974.53,1102265,34.45136151,3934,9.65290544,0.35690147,5153,0.46749194,7.36940229,49,1639,1636,3,23.16932886,49,30735,30735,774.9904082,0.80935827,0.80935827,39.01881037,1535,1535,24.73910749,4/5/2026,4/5/2026
UAE App promotion Campaign 26 June 25,4/5/2026,active,campaign,7-day click,In-app purchases,2,8369,1.41080177,905.4,1810.8,11807,153.3666469,90,20.12,0.76225968,113,0.95705937,16.02477876,2,76,76,,23.82631579,2,2500,2500,905.4,1.38060526,1.38060526,55.55555556,50,50,36.216,4/5/2026,4/5/2026
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,4/5/2026,active,campaign,Multiple attribution settings,In-app purchases,2,166975,1.35180716,6800.41,13600.82,225718,60.25580592,862,15.77821346,0.38189245,1733,0.76777218,7.84813618,2,201,200,1,67.66577114,2,6493.63,6493.63,6800.41,0.47744401,0.47744401,28.77030162,248,248,54.84201613,4/5/2026,4/5/2026
New qatar App promotion Campaign 23 sept 25,4/5/2026,active,campaign,7-day click,In-app purchases,2,15814,1.47919565,1139.74,2279.48,23392,97.44699042,157,14.51898089,0.67116963,171,0.73101915,13.3302924,2,76,76,,29.99315789,2,16298,16298,1139.74,7.14987629,7.14987629,36.30573248,57,57,39.99087719,4/5/2026,4/5/2026
New Awareness campaign 24/10/25 –duplicate (07/11/25),4/5/2026,active,campaign,7-day click or 1-day view,,,571202,1,,1048.49,571202,1.83558531,121,8.66520661,0.0211834,311,0.05444659,3.37135048,,1,1,,1048.49,,,,,,,0,,,,4/5/2026,4/5/2026
New App promotion oman and bahrain Campaign 22 jan 2026,4/5/2026,active,campaign,7-day click,,,22730,1.51764188,,3147.67,34496,91.247391,205,15.3544878,0.5942718,216,0.62615955,14.5725463,,79,79,,39.84392405,,,,,,,31.70731707,65,65,48.42569231,4/5/2026,4/5/2026
Middle Funnel 2(web visit),4/4/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,10,2354,1.54927782,15.407,154.07,3647,42.24568138,18,8.55944444,0.49355635,60,1.64518783,2.56783333,1,10,6,4,15.407,1,299,299,154.07,1.94067632,1.94067632,27.77777778,5,5,30.814,4/4/2026,4/4/2026
Middle Funnel Ad 3(fb-insta),4/4/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,31,14912,1.22988197,11.98516129,371.54,18340,20.25845147,78,4.76333333,0.42529989,405,2.2082879,0.91738272,1,31,29,2,11.98516129,1,1400,1400,371.54,3.76810034,3.76810034,10.25641026,8,8,46.4425,4/4/2026,4/4/2026
NF App Conversions,4/4/2026,active,campaign,7-day click or 1-day view,In-app purchases,5,5805,1.68182601,181.676,908.38,9763,93.04312199,402,2.25965174,4.11758681,455,4.66045273,1.99643956,5,42,42,,21.62809524,5,4218,4218,181.676,4.64343116,4.64343116,1.74129353,7,7,129.7685714,4/4/2026,4/4/2026
Bottom Funnel – Copy,4/4/2026,active,campaign,7-day click or 1-day view,actions:purchase,10,9011,1.77926978,48.729,487.29,16033,30.39293956,35,13.92257143,0.21829976,196,1.22247864,2.48617347,10,16,15,1,30.455625,10,9318,9318,48.729,19.12208336,19.12208336,11.42857143,4,4,121.8225,4/4/2026,4/4/2026
All-Lookalike-manual-registration 27-07-24,4/4/2026,active,campaign,7-day click,,,287679,1.34170725,,15986.44,385981,41.41768636,1571,10.17596435,0.40701485,2080,0.53888663,7.68578846,12,564,564,,28.34475177,12,3533,3533,1332.203333,0.2209998,0.2209998,36.91915977,580,580,27.56282759,4/4/2026,4/4/2026
Advantage+ KSA app campaign 01/08/2024 Campaign,4/4/2026,active,campaign,7-day click,In-app purchases,3,22077,1.38565022,839.82,2519.46,30591,82.35951751,206,12.23038835,0.67340067,235,0.7681998,10.72110638,3,131,130,1,19.23251908,3,4724.03,4724.03,839.82,1.87501687,1.87501687,50.97087379,105,105,23.99485714,4/4/2026,4/4/2026
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,4/4/2026,active,campaign,7-day click,In-app purchases,12,49208,1.38132011,465.3708333,5584.45,67972,82.15809451,472,11.83146186,0.69440358,542,0.79738716,10.30341328,12,128,128,,43.62851562,12,20229,20229,465.3708333,3.62238,3.62238,32.41525424,153,153,36.4996732,4/4/2026,4/4/2026
Advantage+ shopping campaign 02/03/2025 Campaign,4/4/2026,active,campaign,Multiple attribution settings,,,24631,2.28330153,,1846.21,56240,32.82734708,266,6.9406391,0.47297297,1167,2.07503556,1.58201371,28,106,104,2,17.41707547,28,14116,14116,65.93607143,7.6459341,7.6459341,7.14285714,19,19,97.16894737,4/4/2026,4/4/2026
New App IOS KSA promotion campaign,4/4/2026,active,campaign,Multiple attribution settings,,,13842,1.27300968,,3333.85,17621,189.1975484,178,18.72949438,1.01015833,215,1.22013507,15.50627907,,57,57,,58.48859649,,,,,,,41.01123596,73,73,45.66917808,4/4/2026,4/4/2026
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,4/4/2026,active,campaign,7-day click,In-app purchases,41,768877,1.41979666,932.6892683,38240.26,1091649,35.0298127,4045,9.45371075,0.37054035,5251,0.48101542,7.28247191,41,1638,1638,,23.34570208,41,27285,27285,932.6892683,0.71351502,0.71351502,38.73918418,1567,1567,24.40348437,4/4/2026,4/4/2026
UAE App promotion Campaign 26 June 25,4/4/2026,active,campaign,7-day click,In-app purchases,2,7932,1.31694402,830.96,1661.92,10446,159.0963048,85,19.552,0.8137086,109,1.04346161,15.24697248,2,61,61,,27.24459016,2,8538.42,8538.42,830.96,5.13768412,5.13768412,58.82352941,50,50,33.2384,4/4/2026,4/4/2026
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,4/4/2026,active,campaign,Multiple attribution settings,In-app purchases,1,162490,1.31645024,12157.28,12157.28,213910,56.83362162,708,17.17129944,0.33098032,1526,0.71338413,7.96676278,1,194,194,,62.66639175,1,2415.46,2415.46,12157.28,0.19868425,0.19868425,30.2259887,214,214,56.80971963,4/4/2026,4/4/2026
New qatar App promotion Campaign 23 sept 25,4/4/2026,active,campaign,7-day click,,,14096,1.42281498,,2148.07,20056,107.1036099,133,16.15090226,0.6631432,154,0.76785002,13.94850649,,65,65,,33.04723077,,,,,,,44.36090226,59,59,36.4079661,4/4/2026,4/4/2026
New Awareness campaign 24/10/25 –duplicate (07/11/25),4/4/2026,active,campaign,7-day click or 1-day view,,,520962,1,,969.36,520962,1.86071153,126,7.69333333,0.02418603,316,0.06065702,3.06759494,,3,3,,323.12,,,,,,,0.79365079,1,1,969.36,4/4/2026,4/4/2026
New App promotion oman and bahrain Campaign 22 jan 2026,4/4/2026,active,campaign,7-day click,,,18471,1.44799957,,2872.43,26746,107.3966201,199,14.43432161,0.74403649,217,0.81133627,13.23700461,,91,91,,31.56516484,,,,,,,34.17085427,68,68,42.24161765,4/4/2026,4/4/2026
Middle Funnel 2(web visit),4/3/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,10,2009,1.50223992,13.218,132.18,3018,43.7972167,29,4.55793103,0.96090126,72,2.38568588,1.83583333,,10,8,2,13.218,,,,,,,6.89655172,2,2,66.09,4/3/2026,4/3/2026
Middle Funnel Ad 3(fb-insta),4/3/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,25,12322,1.22756046,13.7112,342.78,15126,22.66164221,58,5.91,0.38344572,471,3.11384371,0.7277707,,25,21,4,13.7112,,,,,,,8.62068966,5,5,68.556,4/3/2026,4/3/2026
NF App Conversions,4/3/2026,active,campaign,7-day click or 1-day view,In-app purchases,8,5360,1.80018657,121.6375,973.1,9649,100.849829,539,1.80538033,5.5860711,575,5.95916675,1.69234783,8,34,34,,28.62058824,8,9863,9863,121.6375,10.13564896,10.13564896,0.92764378,5,5,194.62,4/3/2026,4/3/2026
Bottom Funnel – Copy,4/3/2026,active,campaign,7-day click or 1-day view,actions:purchase,7,7266,1.57129094,50.27285714,351.91,11417,30.82333363,33,10.66393939,0.28904266,141,1.23500044,2.4958156,7,10,9,1,35.191,7,3693,3693,50.27285714,10.49416044,10.49416044,15.15151515,5,5,70.382,4/3/2026,4/3/2026
All-Lookalike-manual-registration 27-07-24,4/3/2026,active,campaign,7-day click,,,279439,1.35602761,,14959.67,378927,39.47902894,1418,10.5498378,0.37421456,2056,0.54258472,7.27610409,14,500,500,,29.91934,14,11313,11313,1068.547857,0.75623326,0.75623326,35.33145275,501,501,29.85962076,4/3/2026,4/3/2026
Advantage+ KSA app campaign 01/08/2024 Campaign,4/3/2026,active,campaign,7-day click,In-app purchases,1,20572,1.41439821,2552.27,2552.27,29097,87.71591573,161,15.8526087,0.55332165,212,0.72859745,12.03900943,1,115,115,,22.19365217,1,1299,1299,2552.27,0.50895869,0.50895869,47.82608696,77,77,33.14636364,4/3/2026,4/3/2026
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,4/3/2026,active,campaign,7-day click,In-app purchases,6,60162,1.38148665,905.63,5433.78,83113,65.37822001,507,10.71751479,0.61001287,617,0.74236281,8.80677472,6,182,182,,29.85593407,6,21080,21080,905.63,3.87943568,3.87943568,34.71400394,176,176,30.87375,4/3/2026,4/3/2026
