Campaign name,Day,Delivery status,Delivery level,Attribution setting,Result type,Results,Reach,Frequency,Cost per result,Amount spent (INR),Impressions,"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Clicks (all),CTR (all),CPC (all),In-app purchases,Registrations completed,In-app registrations completed,Website registrations completed,Cost per registration completed,Purchases,Purchases conversion value,In-app purchases conversion value,Cost per purchase,Purchase ROAS (return on ad spend),In-app purchase ROAS (return on ad spend),percentage app,App installs,Mobile app installs,Cost per app install,Reporting starts,Reporting ends
Advantage+ shopping campaign 02/03/2025 Campaign,3/11/2026,active,campaign,Multiple attribution settings,,,32099,2.05311692,,1999.77,65903,30.34414215,273,7.32516484,0.41424518,1370,2.0788128,1.45968613,31,38,36,2,52.62552632,32,29311.11,28012.11,62.4928125,14.65724058,14.00766588,7.32600733,20,20,99.9885,3/11/2026,3/11/2026
New App IOS KSA promotion campaign,3/11/2026,active,campaign,Multiple attribution settings,,,15579,1.27408691,,2937.46,19849,147.990327,160,18.359125,0.80608595,212,1.06806388,13.8559434,,37,37,,79.39081081,,,,,,,28.75,46,46,63.85782609,3/11/2026,3/11/2026
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/11/2026,active,campaign,7-day click,In-app purchases,32,884056,1.42556015,1460.982188,46751.43,1260275,37.09621313,4081,11.45587601,0.32381821,5643,0.44775942,8.2848538,32,1952,1949,3,23.95052766,32,10945,10945,1460.982188,0.23411049,0.23411049,40.84783141,1667,1667,28.04524895,3/11/2026,3/11/2026
UAE App promotion Campaign 26 June 25,3/11/2026,active,campaign,7-day click,,,8073,1.36145175,,1748.3,10991,159.066509,87,20.0954023,0.79155673,109,0.9917205,16.03944954,,69,69,,25.33768116,,,,,,,57.47126437,50,50,34.966,3/11/2026,3/11/2026
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/11/2026,active,campaign,Multiple attribution settings,,,124497,1.3225138,,9866.44,164649,59.92408092,659,14.97183612,0.40024537,1250,0.75919076,7.893152,,222,221,1,44.44342342,,,,,,,44.15781487,291,291,33.9052921,3/11/2026,3/11/2026
New qatar App promotion Campaign 23 sept 25,3/11/2026,active,campaign,7-day click,,,15765,1.42689502,,2307.03,22495,102.5574572,133,17.34609023,0.5912425,159,0.70682374,14.50962264,,53,53,,43.52886792,,,,,,,33.83458647,45,45,51.26733333,3/11/2026,3/11/2026
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/11/2026,active,campaign,7-day click or 1-day view,,,571894,1,,989.43,571894,1.73009334,101,9.79633663,0.01766062,366,0.06399787,2.70336066,,3,3,,329.81,,,,,,,0,,,,3/11/2026,3/11/2026
New App promotion oman and bahrain Campaign 22 jan 2026,3/11/2026,active,campaign,7-day click,,,19777,1.56767963,,3099.14,31004,99.95936008,154,20.12428571,0.4967101,173,0.55799252,17.91410405,,76,76,,40.77815789,,,,,,,38.96103896,60,60,51.65233333,3/11/2026,3/11/2026
New App IOS KSA promotion campaign,3/10/2026,active,campaign,Multiple attribution settings,In-app purchases,1,15257,1.27757751,3005.67,3005.67,19492,154.2001847,165,18.21618182,0.84650113,232,1.19023189,12.95547414,1,47,47,,63.95042553,1,201.01,201.01,3005.67,0.06687694,0.06687694,39.39393939,65,65,46.24107692,3/10/2026,3/10/2026
NF App Conversions,3/10/2026,active,campaign,7-day click or 1-day view,In-app purchases,7,7333,1.66125733,162.0457143,1134.32,12182,93.11443113,444,2.55477477,3.64472172,490,4.02232802,2.31493878,7,27,27,,42.01185185,7,4553,4553,162.0457143,4.01385852,4.01385852,0.45045045,2,2,567.16,3/10/2026,3/10/2026
Bottom Funnel – Copy,3/10/2026,active,campaign,7-day click or 1-day view,actions:purchase,12,7752,1.65260578,29.79916667,357.59,12811,27.91273125,28,12.77107143,0.21856217,83,0.64788073,4.30831325,12,18,18,,19.86611111,12,8943,8943,29.79916667,25.00908862,25.00908862,10.71428571,3,3,119.1966667,3/10/2026,3/10/2026
All-Lookalike-manual-registration 27-07-24,3/10/2026,active,campaign,7-day click,,,213227,1.41801929,,14548.67,302360,48.11704591,1228,11.84745114,0.40613838,1633,0.54008467,8.90916718,14,467,467,,31.15346895,14,6131,6131,1039.190714,0.42141309,0.42141309,34.8534202,428,428,33.99221963,3/10/2026,3/10/2026
Advantage+ KSA app campaign 01/08/2024 Campaign,3/10/2026,active,campaign,7-day click,In-app purchases,1,14140,1.38076379,2139.9,2139.9,19524,109.6035648,174,12.29827586,0.89121082,200,1.02438025,10.6995,1,126,126,,16.98333333,1,1221.87,1221.87,2139.9,0.57099397,0.57099397,54.02298851,94,94,22.76489362,3/10/2026,3/10/2026
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/10/2026,active,campaign,7-day click,In-app purchases,16,80858,1.34025081,378.249375,6051.99,108370,55.84562148,501,12.07982036,0.46230507,674,0.62194334,8.97921365,16,306,305,1,19.7777451,16,12331,12331,378.249375,2.03751163,2.03751163,52.69461078,264,264,22.92420455,3/10/2026,3/10/2026
Middle Funnel Ad 3(fb-insta),3/10/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,37,12483,1.21284948,8.39594595,310.65,15140,20.51849406,55,5.64818182,0.36327609,171,1.12945839,1.81666667,1,37,34,3,8.39594595,1,199,199,310.65,0.64059231,0.64059231,14.54545455,8,8,38.83125,3/10/2026,3/10/2026
Advantage+ shopping campaign 02/03/2025 Campaign,3/10/2026,active,campaign,Multiple attribution settings,,,29666,1.9355154,,1807.67,57419,31.48208781,270,6.69507407,0.47022763,1252,2.18046291,1.44382588,32,66,58,8,27.38893939,32,30374.11,30374.11,56.4896875,16.8029065,16.8029065,7.03703704,19,19,95.14052632,3/10/2026,3/10/2026
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/10/2026,active,campaign,7-day click,In-app purchases,33,643123,1.38320974,1135.119697,37458.95,889574,42.10886334,2905,12.89464716,0.3265608,4201,0.47224851,8.9166746,33,1381,1380,1,27.12451122,34,13802,10802,1101.733824,0.36845667,0.288369,41.23924269,1198,1198,31.26790484,3/10/2026,3/10/2026
UAE App promotion Campaign 26 June 25,3/10/2026,active,campaign,7-day click,,,6522,1.30512113,,1381.56,8512,162.3073308,73,18.92547945,0.85761278,88,1.03383459,15.69954545,,64,64,,21.586875,,,,,,,60.2739726,44,44,31.39909091,3/10/2026,3/10/2026
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/10/2026,active,campaign,Multiple attribution settings,In-app purchases,1,130571,1.34391251,9501.99,9501.99,175476,54.14979826,589,16.13241087,0.33565844,1171,0.66732773,8.11442357,1,235,235,,40.434,1,299,299,9501.99,0.03146709,0.03146709,43.80305603,258,258,36.8294186,3/10/2026,3/10/2026
New qatar App promotion Campaign 23 sept 25,3/10/2026,active,campaign,7-day click,,,12853,1.44300941,,2038.71,18547,109.9212811,107,19.05336449,0.57691271,130,0.70092198,15.68238462,,58,58,,35.15017241,,,,,,,42.99065421,46,46,44.31978261,3/10/2026,3/10/2026
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/10/2026,active,campaign,7-day click or 1-day view,,,565654,1,,974.67,565654,1.72308514,91,10.71065934,0.01608757,285,0.05038416,3.41989474,,4,4,,243.6675,,,,,,,2.1978022,2,2,487.335,3/10/2026,3/10/2026
New App promotion oman and bahrain Campaign 22 jan 2026,3/10/2026,active,campaign,7-day click,In-app purchases,4,17610,1.56053379,706.69,2826.76,27481,102.8623413,170,16.628,0.61860922,194,0.70594229,14.57092784,4,94,94,,30.07191489,4,7655.88,7655.88,706.69,2.70835869,2.70835869,44.11764706,75,75,37.69013333,3/10/2026,3/10/2026
Middle Funnel 2(web visit),3/10/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,8,2176,1.42784926,19.53625,156.29,3107,50.30254265,17,9.19352941,0.54715159,52,1.67364017,3.00557692,,8,6,2,19.53625,1,1000,,156.29,6.39836202,,11.76470588,2,2,78.145,3/10/2026,3/10/2026
