Campaign name,Day,Delivery status,Delivery level,Attribution setting,Result Type,Results,Reach,Frequency,Cost per result,Amount spent (INR),Impressions,"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Clicks (all),CTR (all),CPC (all),In-app purchases,Registrations completed,In-app registrations completed,Website registrations completed,Cost per registration completed,Purchases,Purchases conversion value,In-app purchases conversion value,Cost per purchase,Purchase ROAS (return on ad spend),App Installs,Cost per App Install,App activiations,In-app sessions,Website landing page views,Instagram follows
Middle Funnel Ad 3(fb-insta),3/11/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,32,12648,1.2699241,10.570625,338.26,16062,21.05964388,54,6.26407407,0.33619724,167,1.03972108,2.02550898,,32,28,4,10.570625,,,,,,7,48.32285714,144,144,27,2
NF App Conversions,3/11/2026,active,campaign,7-day click or 1-day view,In-app purchases,10,5249,1.59020766,98.989,989.89,8347,118.5923086,280,3.53532143,3.35449862,350,4.19312328,2.82825714,10,29,29,,34.13413793,10,15684,15684,98.989,15.84418471,1,989.89,2382,2382,,0
Bottom Funnel – Copy,3/11/2026,active,campaign,7-day click or 1-day view,actions:purchase,3,8200,1.55097561,127.3766667,382.13,12718,30.04639094,29,13.17689655,0.22802327,103,0.80987577,3.71,3,11,11,,34.73909091,3,3506,3506,127.3766667,9.17488813,3,127.3766667,3906,3906,10,0
Advantage+ KSA app campaign 01/08/2024 Campaign,3/11/2026,active,campaign,7-day click,In-app purchases,2,18221,1.32775369,1344.42,2688.84,24193,111.1412392,216,12.44833333,0.89282024,245,1.01268962,10.97485714,2,162,162,,16.59777778,2,2750,2750,1344.42,1.02274587,122,22.03967213,300,300,,0
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/11/2026,active,campaign,7-day click,In-app purchases,15,77615,1.37696322,394.626,5919.39,106873,55.38714175,456,12.98111842,0.42667465,631,0.59042041,9.38096672,15,248,248,,23.86850806,15,5574,5574,394.626,0.94165108,226,26.19199115,812,812,,3
All-Lookalike-manual-registration 27-07-24,3/11/2026,active,campaign,7-day click,,,292550,1.42936934,,18647.13,418162,44.59307637,1557,11.97631985,0.37234373,2089,0.49956715,8.92634275,18,568,568,,32.82945423,18,12680,12680,1035.951667,0.6799974,497,37.51937626,1331,1331,1,13
Advantage+ shopping campaign 02/03/2025 Campaign,3/11/2026,active,campaign,Multiple attribution settings,,,32099,2.05311692,,1999.77,65903,30.34414215,273,7.32516484,0.41424518,1370,2.0788128,1.45968613,31,38,36,2,52.62552632,32,29311.11,28012.11,62.4928125,14.65724058,20,99.9885,16756,16756,82,3
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/11/2026,active,campaign,7-day click,In-app purchases,32,884056,1.42556015,1460.982188,46751.43,1260275,37.09621313,4081,11.45587601,0.32381821,5643,0.44775942,8.2848538,32,1952,1949,3,23.95052766,32,10945,10945,1460.982188,0.23411049,1667,28.04524895,3375,3375,8,29
UAE App promotion Campaign 26 June 25,3/11/2026,active,campaign,7-day click,,,8073,1.36145175,,1748.3,10991,159.066509,87,20.0954023,0.79155673,109,0.9917205,16.03944954,,69,69,,25.33768116,,,,,,50,34.966,123,123,,1
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/11/2026,active,campaign,7-day click,,,124497,1.3225138,,9866.44,164649,59.92408092,659,14.97183612,0.40024537,1250,0.75919076,7.893152,,222,221,1,44.44342342,,,,,,291,33.9052921,16,16,1,4
New qatar App promotion Campaign 23 sept 25,3/11/2026,active,campaign,7-day click,,,15765,1.42689502,,2307.03,22495,102.5574572,133,17.34609023,0.5912425,159,0.70682374,14.50962264,,53,53,,43.52886792,,,,,,45,51.26733333,133,133,,0
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/11/2026,active,campaign,7-day click or 1-day view,,,571894,1,,989.43,571894,1.73009334,101,9.79633663,0.01766062,366,0.06399787,2.70336066,,3,3,,329.81,,,,,,,,47,47,22,4
New App promotion oman and bahrain Campaign 22 jan 2026,3/11/2026,active,campaign,7-day click,,,19777,1.56767963,,3099.14,31004,99.95936008,154,20.12428571,0.4967101,173,0.55799252,17.91410405,,76,76,,40.77815789,,,,,,60,51.65233333,156,156,,0
Middle Funnel 2(web visit),3/10/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,8,2176,1.42784926,19.53625,156.29,3107,50.30254265,17,9.19352941,0.54715159,52,1.67364017,3.00557692,,8,6,2,19.53625,1,1000,,156.29,6.39836202,2,78.145,90,90,11,0
Middle Funnel Ad 3(fb-insta),3/10/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,37,12483,1.21284948,8.39594595,310.65,15140,20.51849406,55,5.64818182,0.36327609,171,1.12945839,1.81666667,1,37,34,3,8.39594595,1,199,199,310.65,0.64059231,8,38.83125,171,171,30,0
NF App Conversions,3/10/2026,active,campaign,7-day click or 1-day view,In-app purchases,7,7333,1.66125733,162.0457143,1134.32,12182,93.11443113,444,2.55477477,3.64472172,490,4.02232802,2.31493878,7,27,27,,42.01185185,7,4553,4553,162.0457143,4.01385852,2,567.16,2698,2698,,3
Bottom Funnel – Copy,3/10/2026,active,campaign,7-day click or 1-day view,actions:purchase,12,7752,1.65260578,29.79916667,357.59,12811,27.91273125,28,12.77107143,0.21856217,83,0.64788073,4.30831325,12,18,18,,19.86611111,12,8943,8943,29.79916667,25.00908862,3,119.1966667,4432,4432,4,0
All-Lookalike-manual-registration 27-07-24,3/10/2026,active,campaign,7-day click,,,213227,1.41801929,,14548.67,302360,48.11704591,1228,11.84745114,0.40613838,1632,0.53975394,8.91462623,14,467,467,,31.15346895,14,6131,6131,1039.190714,0.42141309,428,33.99221963,1187,1187,2,10
Advantage+ KSA app campaign 01/08/2024 Campaign,3/10/2026,active,campaign,7-day click,In-app purchases,1,14140,1.38069307,2139.21,2139.21,19523,109.573836,174,12.29431034,0.89125647,200,1.02443272,10.69605,1,126,126,,16.97785714,1,1221.87,1221.87,2139.21,0.57117815,94,22.75755319,323,323,1,0
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/10/2026,active,campaign,7-day click,In-app purchases,16,80858,1.34023844,378.249375,6051.99,108369,55.84613681,501,12.07982036,0.46230933,674,0.62194908,8.97921365,16,306,305,1,19.7777451,16,12331,12331,378.249375,2.03751163,264,22.92420455,674,674,1,2
Advantage+ shopping campaign 02/03/2025 Campaign,3/10/2026,active,campaign,Multiple attribution settings,,,29666,1.9355154,,1807.67,57419,31.48208781,270,6.69507407,0.47022763,1252,2.18046291,1.44382588,32,66,58,8,27.38893939,32,30374.11,30374.11,56.4896875,16.8029065,19,95.14052632,17234,17234,90,1
New App IOS KSA promotion campaign,3/10/2026,active,campaign,Multiple attribution settings,In-app purchases,1,15257,1.27757751,3005.67,3005.67,19492,154.2001847,165,18.21618182,0.84650113,232,1.19023189,12.95547414,1,47,47,,63.95042553,1,201.01,201.01,3005.67,0.06687694,65,46.24107692,,,,0
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/10/2026,active,campaign,7-day click,In-app purchases,33,643123,1.38320819,1135.118485,37458.91,889573,42.10886571,2905,12.89463339,0.32656117,4201,0.47224905,8.91666508,33,1381,1380,1,27.12448226,34,13802,10802,1101.732647,0.36845706,1198,31.26787145,2600,2600,1,34
UAE App promotion Campaign 26 June 25,3/10/2026,active,campaign,7-day click,,,6522,1.30512113,,1381.56,8512,162.3073308,73,18.92547945,0.85761278,88,1.03383459,15.69954545,,64,64,,21.586875,,,,,,44,31.39909091,136,136,,0
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/10/2026,active,campaign,7-day click,In-app purchases,1,130571,1.34390485,9501.81,9501.81,175475,54.14908107,589,16.13210526,0.33566035,1171,0.66733153,8.11426985,1,235,235,,40.43323404,1,299,299,9501.81,0.03146769,258,36.82872093,6,6,2,4
New qatar App promotion Campaign 23 sept 25,3/10/2026,active,campaign,7-day click,,,12853,1.44300941,,2038.71,18547,109.9212811,107,19.05336449,0.57691271,130,0.70092198,15.68238462,,58,58,,35.15017241,,,,,,46,44.31978261,120,120,,0
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/10/2026,active,campaign,7-day click or 1-day view,,,565654,1,,974.67,565654,1.72308514,91,10.71065934,0.01608757,285,0.05038416,3.41989474,,4,4,,243.6675,,,,,,2,487.335,65,65,16,4
New App promotion oman and bahrain Campaign 22 jan 2026,3/10/2026,active,campaign,7-day click,In-app purchases,4,17610,1.560477,706.68,2826.72,27480,102.8646288,170,16.62776471,0.61863173,194,0.70596798,14.57072165,4,94,94,,30.07148936,4,7655.88,7655.88,706.68,2.70839701,75,37.6896,259,259,,1
Middle Funnel 2(web visit),3/9/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,4,2722,1.55988244,40.015,160.06,4246,37.69665568,19,8.42421053,0.44747998,32,0.75365049,5.001875,,4,4,,40.015,,,,,,4,40.015,77,77,10,0
Middle Funnel Ad 3(fb-insta),3/9/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,41,18919,1.26544743,9.02219512,369.91,23941,15.45090013,63,5.8715873,0.2631469,130,0.54300155,2.84546154,,41,36,5,9.02219512,,,,,,7,52.84428571,116,116,30,2
NF App Conversions,3/9/2026,active,campaign,7-day click or 1-day view,In-app purchases,7,6845,1.69612856,145.9557143,1021.69,11610,88.00086133,460,2.22106522,3.96210164,448,3.85874246,2.28055804,7,21,21,,48.65190476,7,1944,1944,145.9557143,1.90272979,4,255.4225,2865,2865,,2
Bottom Funnel – Copy,3/9/2026,active,campaign,7-day click or 1-day view,actions:purchase,4,8280,1.84154589,92.525,370.1,15248,24.27203568,10,37.01,0.06558237,24,0.15739769,15.42083333,4,32,32,,11.565625,4,7347,7347,92.525,19.85139152,3,123.3666667,3752,3752,,1
All-Lookalike-manual-registration 27-07-24,3/9/2026,active,campaign,7-day click,,,221837,1.41445746,,15516.3,313779,49.44977197,1133,13.69488085,0.36108216,1550,0.49397825,10.01051613,10,506,506,,30.66462451,10,3458,3458,1551.63,0.22286241,482,32.19149378,1186,1186,,7
Advantage+ KSA app campaign 01/08/2024 Campaign,3/9/2026,active,campaign,7-day click,In-app purchases,1,16738,1.33456805,2313.46,2313.46,22338,103.5661205,202,11.45277228,0.90428866,238,1.06544901,9.72042017,1,145,145,,15.95489655,1,2000,2000,2313.46,0.86450598,116,19.94362069,358,358,,1
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/9/2026,active,campaign,7-day click,In-app purchases,10,81839,1.32803431,612.643,6126.43,108685,56.36868013,434,14.11619816,0.39931913,562,0.51709067,10.901121,10,264,263,1,23.20617424,10,9694,9694,612.643,1.58232445,209,29.3130622,749,749,1,2
New App IOS KSA promotion campaign,3/9/2026,active,campaign,Multiple attribution settings,,,15262,1.29897785,,3033.9,19825,153.0340479,174,17.4362069,0.8776797,241,1.21563682,12.58879668,,68,68,,44.61617647,,,,,,82,36.99878049,1,1,,0
Advantage+ shopping campaign 02/03/2025 Campaign,3/9/2026,active,campaign,Multiple attribution settings,,,29311,2.51588141,,2120.28,73743,28.75228835,282,7.5187234,0.38240918,1183,1.60422006,1.79229079,35,62,57,5,34.19806452,35,32980,32980,60.57942857,15.5545494,26,81.54923077,19291,19291,89,0
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/9/2026,active,campaign,7-day click,In-app purchases,38,561693,1.30714821,906.8305263,34459.56,734216,46.93381784,2275,15.14705934,0.30985432,3404,0.46362378,10.12325499,38,1284,1284,,26.83766355,38,21754,21754,906.8305263,0.63129071,1100,31.32687273,2775,2775,,36
UAE App promotion Campaign 26 June 25,3/9/2026,active,campaign,7-day click,,,7390,1.30189445,,1475.28,9621,153.3395697,101,14.60673267,1.04978692,121,1.25766552,12.19239669,,85,85,,17.35623529,,,,,,64,23.05125,160,160,1,1
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/9/2026,active,campaign,7-day click,In-app purchases,1,165465,1.37358958,10938.66,10938.66,227281,48.12835213,629,17.39055644,0.27674993,1538,0.67669537,7.11226268,1,247,247,,44.28607287,2,1798,299,5469.33,0.16437114,319,34.29047022,1,1,,6
New qatar App promotion Campaign 23 sept 25,3/9/2026,active,campaign,7-day click,In-app purchases,2,12649,1.48920863,1001.395,2002.79,18837,106.322132,108,18.54435185,0.5733397,134,0.71136593,14.94619403,2,86,86,,23.28825581,2,2836,2836,1001.395,1.41602465,56,35.76410714,167,167,,0
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/9/2026,active,campaign,7-day click or 1-day view,,,608916,1,,1037.72,608916,1.70420879,136,7.63029412,0.02233477,361,0.05928568,2.87457064,,1,,1,1037.72,,,,,,1,1037.72,31,31,22,5
New App promotion oman and bahrain Campaign 22 jan 2026,3/9/2026,active,campaign,7-day click,In-app purchases,1,17292,1.57581541,2836.05,2836.05,27249,104.0790488,129,21.98488372,0.47341187,154,0.56515835,18.41590909,1,72,72,,39.38958333,1,2392.46,2392.46,2836.05,0.84358879,53,53.51037736,226,226,,0
Middle Funnel 2(web visit),3/8/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,7,2637,1.56086462,20.74857143,145.24,4116,35.2866861,15,9.68266667,0.36443149,20,0.48590865,7.262,,7,7,,20.74857143,,,,,,2,72.62,94,94,8,1
Middle Funnel Ad 3(fb-insta),3/8/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,36,16617,1.27790817,9.93805556,357.77,21235,16.84812809,70,5.111,0.32964445,154,0.7252178,2.32318182,1,36,33,3,9.93805556,1,395,395,357.77,1.10406127,13,27.52076923,143,143,28,2
NF App Conversions,3/8/2026,active,campaign,7-day click or 1-day view,In-app purchases,15,6113,1.88090954,70.10533333,1051.58,11498,91.45764481,623,1.68792937,5.41833362,589,5.12263002,1.78536503,15,39,39,,26.96358974,15,17222,17222,70.10533333,16.37726088,3,350.5266667,2657,2657,,0
Bottom Funnel – Copy,3/8/2026,active,campaign,7-day click or 1-day view,actions:purchase,7,9382,1.92112556,57.86714286,405.07,18024,22.47392366,11,36.82454545,0.06102974,24,0.13315579,16.87791667,7,13,13,,31.15923077,7,2893,2893,57.86714286,7.14197546,1,405.07,3441,3441,,0
All-Lookalike-manual-registration 27-07-24,3/8/2026,active,campaign,7-day click,,,228185,1.37454697,,16359.02,313651,52.15676022,1167,14.018012,0.37206959,1606,0.51203408,10.18618929,9,518,518,,31.58111969,9,3271,3271,1817.668889,0.19995085,487,33.59141684,1215,1215,,9
Advantage+ KSA app campaign 01/08/2024 Campaign,3/8/2026,active,campaign,7-day click,In-app purchases,3,18174,1.3109387,789.83,2369.49,23825,99.45393494,181,13.09110497,0.75970619,208,0.87303253,11.39177885,3,120,120,,19.74575,3,17359,17359,789.83,7.32604907,98,24.17846939,310,310,,0
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/8/2026,active,campaign,7-day click,In-app purchases,16,72521,1.34123909,398.383125,6374.13,97268,65.53162397,419,15.21272076,0.4307686,547,0.56236378,11.65288848,16,250,250,,25.49652,16,13579,13579,398.383125,2.13032994,225,28.32946667,677,677,2,1
New App IOS KSA promotion campaign,3/8/2026,active,campaign,Multiple attribution settings,,,15584,1.27630903,,3011.44,19890,151.404726,171,17.61076023,0.85972851,237,1.19155354,12.70649789,,38,38,,79.24842105,,,,,,65,46.32984615,2,2,1,2
Advantage+ shopping campaign 02/03/2025 Campaign,3/8/2026,active,campaign,Multiple attribution settings,,,24590,2.75542904,,2161.77,67756,31.90521873,253,8.54454545,0.37339867,849,1.25302556,2.54625442,39,82,79,3,26.36304878,39,26808,26808,55.43,12.40094922,11,196.5245455,19240,19240,63,0
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/8/2026,active,campaign,7-day click,In-app purchases,32,508812,1.29451153,1021.502188,32688.07,658663,49.62791291,1949,16.7717137,0.29590246,2971,0.45106526,11.00237967,32,1018,1016,2,32.11008841,32,9395,9395,1021.502188,0.28741373,873,37.44337915,2605,2605,,21
UAE App promotion Campaign 26 June 25,3/8/2026,active,campaign,7-day click,In-app purchases,2,10200,1.29764706,846.395,1692.79,13236,127.8928679,94,18.00840426,0.71018435,115,0.86884255,14.71991304,2,80,80,,21.159875,2,3821.53,3821.53,846.395,2.25753342,66,25.64833333,205,205,,0
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/8/2026,active,campaign,7-day click,In-app purchases,4,150181,1.32824392,2600.1575,10400.63,199477,52.13949478,647,16.07516229,0.32434817,1421,0.71236283,7.31923293,4,238,238,,43.70012605,4,8980.58,8980.58,2600.1575,0.863465,325,32.00193846,10,10,3,8
New qatar App promotion Campaign 23 sept 25,3/8/2026,active,campaign,7-day click,In-app purchases,2,14634,1.42722427,1057.55,2115.1,20886,101.2687925,117,18.07777778,0.56018386,138,0.66072968,15.32681159,2,62,62,,34.11451613,2,6415.21,6415.21,1057.55,3.03305281,46,45.98043478,138,138,1,1
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/8/2026,active,campaign,7-day click or 1-day view,,,584965,1,,1013.84,584965,1.73316352,127,7.98299213,0.0217107,337,0.05761028,3.0084273,,2,1,1,506.92,,,,,,1,1013.84,17,17,26,3
New App promotion oman and bahrain Campaign 22 jan 2026,3/8/2026,active,campaign,7-day click,,,17721,1.63675865,,2977.05,29005,102.6392001,165,18.04272727,0.56886744,188,0.64816411,15.83537234,,85,85,,35.02411765,,,,,,71,41.93028169,236,236,,1
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/7/2026,active,campaign,7-day click,In-app purchases,12,74377,1.33611197,484.9375,5819.25,99376,58.5579013,497,11.70875252,0.50012075,644,0.64804379,9.03610248,12,284,284,,20.4903169,12,11963,11963,484.9375,2.0557632,255,22.82058824,698,698,,3
Middle Funnel 2(web visit),3/7/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,6,2789,1.59985658,25.005,150.03,4462,33.62393545,18,8.335,0.40340654,36,0.80681309,4.1675,,6,4,2,25.005,,,,,,1,150.03,147,147,13,0
Middle Funnel Ad 3(fb-insta),3/7/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,34,17084,1.21300632,10.02294118,340.78,20723,16.44453023,68,5.01147059,0.32813782,157,0.75761231,2.17057325,,34,31,3,10.02294118,,,,,,10,34.078,171,171,42,0
NF App Conversions,3/7/2026,active,campaign,7-day click or 1-day view,In-app purchases,12,5617,1.70482464,77.21666667,926.6,9576,96.76274018,431,2.14988399,4.50083542,405,4.22932331,2.28790123,12,15,15,,61.77333333,12,8404,8404,77.21666667,9.06971725,4,231.65,2977,2977,,0
Bottom Funnel – Copy,3/7/2026,active,campaign,7-day click or 1-day view,actions:purchase,10,11586,1.55800104,41.452,414.52,18051,22.96382472,19,21.81684211,0.10525733,34,0.18835522,12.19176471,10,17,17,,24.38352941,10,10866,10866,41.452,26.2134517,5,82.904,4094,4094,1,0
All-Lookalike-manual-registration 27-07-24,3/7/2026,active,campaign,7-day click,,,284276,1.37093529,,16914.57,389724,43.40140715,1436,11.77894847,0.36846589,1858,0.47674765,9.1036437,18,635,635,,26.63711811,18,16305,16305,939.6983333,0.96396184,568,29.77917254,1406,1406,2,11
Advantage+ KSA app campaign 01/08/2024 Campaign,3/7/2026,active,campaign,7-day click,,,23628,1.29972913,,2687.33,30710,87.50667535,269,9.99007435,0.87593618,308,1.00293064,8.7250974,,225,224,1,11.94368889,,,,,,163,16.48668712,461,461,,3
Advantage+ shopping campaign 02/03/2025 Campaign,3/7/2026,active,campaign,Multiple attribution settings,,,28341,2.51113228,,2176.83,71168,30.58720211,291,7.48051546,0.40889164,653,0.91754721,3.33358346,48,63,61,2,34.55285714,48,27478,27478,45.350625,12.62294254,23,94.64478261,20887,20887,79,2
New qatar App promotion Campaign 23 sept 25,3/7/2026,active,campaign,7-day click,In-app purchases,1,15923,1.38893425,2060.82,2060.82,22116,93.18231145,130,15.85246154,0.58780973,150,0.678242,13.7388,1,74,74,,27.84891892,1,5383.74,5383.74,2060.82,2.61242612,55,37.46945455,218,218,,1
New App IOS KSA promotion campaign,3/7/2026,active,campaign,Multiple attribution settings,,,18581,1.31010172,,3536.93,24343,145.2955675,194,18.23159794,0.79694368,262,1.07628476,13.49973282,,51,51,,69.35156863,,,,,,67,52.79,1,1,2,2
UAE App promotion Campaign 26 June 25,3/7/2026,active,campaign,7-day click,In-app purchases,2,12782,1.27483962,868.31,1736.62,16295,106.5737956,153,11.35045752,0.93893832,188,1.15372814,9.23734043,2,126,126,,13.78269841,2,8059,8059,868.31,4.64062374,97,17.90329897,214,214,,1
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/7/2026,active,campaign,7-day click,In-app purchases,1,204709,1.2545467,11645.8,11645.8,256817,45.34668655,793,14.68575032,0.30878018,1770,0.68920671,6.57954802,1,350,350,,33.27371429,1,199,199,11645.8,0.01708771,416,27.99471154,9,9,4,9
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/7/2026,active,campaign,7-day click,In-app purchases,36,732963,1.31147411,1056.5925,38037.33,961262,39.57020042,2918,13.03541124,0.30355928,4333,0.4507616,8.77852066,36,1448,1448,,26.26887431,36,12237,12237,1056.5925,0.32171028,1295,29.3724556,3248,3248,1,33
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/7/2026,active,campaign,7-day click or 1-day view,,,602220,1,,992.64,602220,1.64830129,112,8.86285714,0.01859785,352,0.0584504,2.82,1,6,6,,165.44,1,1299,1299,992.64,1.30863153,3,330.88,52,52,28,2
New App promotion oman and bahrain Campaign 22 jan 2026,3/7/2026,active,campaign,7-day click,In-app purchases,1,21111,1.59163469,2963.05,2963.05,33601,88.1833874,161,18.40403727,0.47915241,185,0.55057885,16.01648649,1,94,94,,31.52180851,1,226,226,2963.05,0.07627276,72,41.15347222,222,222,,0
New App IOS KSA promotion campaign,3/6/2026,active,campaign,Multiple attribution settings,In-app purchases,1,16741,1.2664118,3424.07,3424.07,21201,161.5051177,193,17.74129534,0.91033442,292,1.37729352,11.72626712,1,56,56,,61.14410714,1,6942.66,6942.66,3424.07,2.02760458,70,48.91528571,1,1,2,0
Middle Funnel Ad 3(fb-insta),3/6/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,34,15112,1.35064849,10.99823529,373.94,20411,18.32051345,80,4.67425,0.39194552,334,1.63637254,1.11958084,,34,26,8,10.99823529,,,,,,12,31.16166667,124,124,47,0
NF App Conversions,3/6/2026,active,campaign,7-day click or 1-day view,In-app purchases,5,7422,1.65481002,220.074,1100.37,12282,89.59208598,355,3.0996338,2.89040873,361,2.93926071,3.04811634,5,12,12,,91.6975,5,3446,3446,220.074,3.13167389,4,275.0925,2424,2424,,0
Bottom Funnel – Copy,3/6/2026,active,campaign,7-day click or 1-day view,actions:purchase,8,9743,1.90526532,51.115,408.92,18563,22.0287669,18,22.71777778,0.09696709,33,0.17777299,12.39151515,8,28,28,,14.60428571,8,3837,3837,51.115,9.38325345,2,204.46,4654,4654,3,0
All-Lookalike-manual-registration 27-07-24,3/6/2026,active,campaign,7-day click,,,274240,1.35767576,,16183.55,372329,43.46572521,1405,11.51854093,0.37735444,1827,0.49069506,8.85799124,7,478,478,,33.85679916,7,2993,2993,2311.935714,0.18494088,494,32.76022267,1204,1204,1,6
Advantage+ KSA app campaign 01/08/2024 Campaign,3/6/2026,active,campaign,7-day click,,,21485,1.36653479,,2535.72,29360,86.36648501,235,10.79029787,0.80040872,253,0.86171662,10.0226087,,165,165,,15.368,,,,,,124,20.44935484,318,318,,1
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/6/2026,active,campaign,7-day click,In-app purchases,8,68327,1.32606437,734.425,5875.4,90606,64.84559521,412,14.26067961,0.45471602,500,0.55183983,11.7508,8,229,229,,25.65676856,8,3194,3194,734.425,0.54362256,190,30.92315789,594,594,1,2
Middle Funnel 2(web visit),3/6/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,3,2945,1.70696095,51.36666667,154.1,5027,30.65446588,10,15.41,0.1989258,43,0.85538094,3.58372093,,3,1,2,51.36666667,,,,,,4,38.525,125,125,7,0
Advantage+ shopping campaign 02/03/2025 Campaign,3/6/2026,active,campaign,Multiple attribution settings,,,22959,2.46543839,,1548.62,56604,27.3588439,246,6.29520325,0.43459826,800,1.41332768,1.935775,33,88,84,4,17.59795455,33,12681,12681,46.92787879,8.1885808,16,96.78875,18048,18048,79,0
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/6/2026,active,campaign,7-day click,In-app purchases,33,679054,1.3996987,1106.853939,36526.18,950471,38.42955756,2862,12.76246681,0.30111387,3930,0.41347921,9.29419338,33,1436,1436,,25.4360585,33,10422,10422,1106.853939,0.28532959,1229,29.7202441,2925,2925,3,25
UAE App promotion Campaign 26 June 25,3/6/2026,active,campaign,7-day click,,,11160,1.32491039,,1674.45,14786,113.2456378,125,13.3956,0.84539429,141,0.95360476,11.87553191,,97,97,,17.26237113,,,,,,72,23.25625,158,158,,0
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/6/2026,active,campaign,7-day click,In-app purchases,2,185262,1.28452678,5491.02,10982.04,237974,46.1480666,729,15.06452675,0.30633599,2096,0.88076849,5.2395229,2,288,288,,38.13208333,2,335.16,335.16,5491.02,0.03051892,349,31.46716332,2,2,1,7
New qatar App promotion Campaign 23 sept 25,3/6/2026,active,campaign,7-day click,In-app purchases,1,18547,1.41084812,2458.95,2458.95,26167,93.97141438,164,14.99359756,0.62674361,182,0.69553254,13.51071429,1,109,109,,22.55917431,1,1949,1949,2458.95,0.79261473,80,30.736875,180,180,,0
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/6/2026,active,campaign,7-day click or 1-day view,,,612814,1,,970.02,612814,1.58289465,107,9.06560748,0.01746044,375,0.06119312,2.58672,,,,,,,,,,,3,323.34,36,36,22,1
New App promotion oman and bahrain Campaign 22 jan 2026,3/6/2026,active,campaign,7-day click,,,22288,1.70239591,,3009.34,37943,79.31212608,194,15.51206186,0.51129326,230,0.60617242,13.08408696,,89,89,,33.81280899,,,,,,75,40.12453333,220,220,,0
Middle Funnel 2(web visit),3/5/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,11,2873,1.53567699,11.55,127.05,4412,28.79646419,12,10.5875,0.27198549,48,1.08794198,2.646875,,11,10,1,11.55,,,,,,5,25.41,111,111,6,0
Middle Funnel Ad 3(fb-insta),3/5/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,39,10964,1.24352426,6.53692308,254.94,13634,18.69884113,56,4.5525,0.41073786,214,1.5696054,1.19130841,1,39,34,5,6.53692308,1,1299,1299,254.94,5.09531655,9,28.32666667,138,138,36,0
NF App Conversions,3/5/2026,active,campaign,7-day click or 1-day view,In-app purchases,7,6270,1.80542265,151.3371429,1059.36,11320,93.58303887,443,2.39133183,3.91342756,427,3.77208481,2.48093677,7,6,6,,176.56,7,5308,5308,151.3371429,5.01057242,6,176.56,2410,2410,,1
Bottom Funnel – Copy,3/5/2026,active,campaign,7-day click or 1-day view,actions:purchase,3,7289,1.92564138,102.11,306.33,14036,21.8245939,11,27.84818182,0.07836991,25,0.17811342,12.2532,3,9,9,,34.03666667,3,2557,2557,102.11,8.34720726,2,153.165,3643,3643,2,1
All-Lookalike-manual-registration 27-07-24,3/5/2026,active,campaign,7-day click,,,245655,1.37698805,,14642.46,338264,43.28707755,1148,12.7547561,0.33937989,1619,0.47862025,9.04413836,12,481,481,,30.44170478,12,3529,3529,1220.205,0.24101141,416,35.19822115,1200,1200,,11
