Campaign name,Day,Delivery status,Delivery level,Attribution setting,Result Type,Results,Reach,Frequency,Cost per result,Amount spent (INR),Impressions,"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Clicks (all),CTR (all),CPC (all),In-app purchases,Registrations completed,In-app registrations completed,Website registrations completed,Cost per registration completed,Purchases,Purchases conversion value,In-app purchases conversion value,Cost per purchase,Purchase ROAS (return on ad spend),App Installs,Cost per App Install,App activiations,In-app sessions,Website landing page views,Instagram follows
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/24/2026,active,campaign,7-day click,In-app purchases,1,150403,1.35694767,10287.69,10287.69,204089,50.40786128,555,18.53637838,0.27194018,1286,0.63011725,7.99975894,1,181,181,,56.8380663,1,2415.46,2415.46,10287.69,0.23479129,217,47.40870968,4,4,4,5
New qatar App promotion Campaign 23 sept 25,3/24/2026,active,campaign,7-day click,,,13756,1.51751963,,2175.42,20875,104.2117365,119,18.28084034,0.57005988,152,0.72814371,14.31197368,,71,70,1,30.63971831,,,,,,57,38.16526316,125,125,1,1
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/24/2026,active,campaign,7-day click or 1-day view,,,529873,1.01012129,,982.82,535236,1.83623673,91,10.80021978,0.01700185,344,0.06427071,2.85703488,,6,5,1,163.8033333,,,,,,1,982.82,8,8,14,1
New App promotion oman and bahrain Campaign 22 jan 2026,3/24/2026,active,campaign,7-day click,In-app purchases,1,18904,1.6297609,3008.85,3008.85,30809,97.66139764,206,14.60606796,0.66863579,210,0.68161901,14.32785714,1,109,108,1,27.60412844,1,1299,1299,3008.85,0.43172641,73,41.21712329,140,140,,0
Middle Funnel 2(web visit),3/23/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,10,3891,1.47340015,14.417,144.17,5733,25.14739229,25,5.7668,0.43607186,42,0.73260073,3.43261905,,10,8,2,14.417,,,,,,3,48.05666667,124,124,14,0
Middle Funnel Ad 3(fb-insta),3/23/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,36,12780,1.31995305,10.70416667,385.35,16869,22.84367775,74,5.20743243,0.43867449,313,1.85547454,1.23115016,1,36,27,9,10.70416667,1,3000,3000,385.35,7.7851304,11,35.03181818,165,165,44,1
NF App Conversions,3/23/2026,active,campaign,7-day click or 1-day view,In-app purchases,6,4630,1.86393089,164.7233333,988.34,8630,114.5237544,447,2.21105145,5.17960603,474,5.49246813,2.08510549,6,9,9,,109.8155556,6,3284,3284,164.7233333,3.32274319,5,197.668,2475,2475,,0
Bottom Funnel – Copy,3/23/2026,active,campaign,7-day click or 1-day view,actions:purchase,6,7680,1.59427083,64.29166667,385.75,12244,31.50522705,47,8.20744681,0.38386148,265,2.16432538,1.45566038,6,9,9,,42.86111111,6,3112,3112,64.29166667,8.06740117,6,64.29166667,3760,3760,23,0
All-Lookalike-manual-registration 27-07-24,3/23/2026,active,campaign,7-day click,,,203821,1.55930939,,15860.25,317820,49.90324712,1133,13.99845543,0.3564911,1493,0.46976276,10.62307435,13,424,424,,37.40625,13,4821,4821,1220.019231,0.30396747,422,37.58353081,1471,1471,1,3
Advantage+ KSA app campaign 01/08/2024 Campaign,3/23/2026,active,campaign,7-day click,,,17909,1.40175331,,2307.45,25104,91.91563098,229,10.07620087,0.91220523,254,1.01179095,9.08444882,,148,148,,15.59087838,,,,,,115,20.06478261,293,293,,0
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/23/2026,active,campaign,7-day click,In-app purchases,8,71959,1.3937381,764.635,6117.08,100292,60.99270131,484,12.63859504,0.48259083,662,0.66007259,9.24030211,8,288,288,,21.23986111,8,2093,2093,764.635,0.34215672,218,28.06,511,511,,5
Advantage+ shopping campaign 02/03/2025 Campaign,3/23/2026,active,campaign,Multiple attribution settings,,,32497,2.1127181,,2103.39,68657,30.63620607,355,5.92504225,0.51706308,1812,2.63920649,1.16081126,28,55,53,2,38.24345455,30,21729,16129,70.113,10.33046653,18,116.855,17587,17587,110,3
New App IOS KSA promotion campaign,3/23/2026,active,campaign,Multiple attribution settings,,,17996,1.31079129,,3459.3,23589,146.6488618,196,17.6494898,0.83089576,284,1.20395099,12.1806338,,41,41,,84.37317073,,,,,,67,51.63134328,,,2,2
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/23/2026,active,campaign,7-day click,In-app purchases,35,637842,1.44007293,1042.956286,36503.47,918539,39.74079489,3115,11.71860995,0.3391255,4013,0.43688945,9.09630451,35,1555,1554,1,23.47490032,35,16482,16482,1042.956286,0.45151872,1336,27.32295659,2887,2887,1,17
UAE App promotion Campaign 26 June 25,3/23/2026,active,campaign,7-day click,In-app purchases,2,6817,1.38565351,738.15,1476.3,9446,156.288376,75,19.684,0.79398687,82,0.86809231,18.00365854,2,59,59,,25.0220339,2,2668,2668,738.15,1.80722075,45,32.80666667,284,284,,1
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/23/2026,active,campaign,7-day click,In-app purchases,2,173844,1.41182324,6129.73,12259.46,245437,49.94951861,688,17.81898256,0.28031633,1530,0.62337789,8.01271895,2,219,219,,55.97926941,2,6039.25,6039.25,6129.73,0.49261958,289,42.42027682,2,2,1,5
New qatar App promotion Campaign 23 sept 25,3/23/2026,active,campaign,7-day click,In-app purchases,2,14177,1.53332863,1201.13,2402.26,21738,110.5097065,141,17.03730496,0.64863373,158,0.7268378,15.20417722,2,49,49,,49.02571429,2,10473,10473,1201.13,4.35964467,52,46.19730769,142,142,,2
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/23/2026,active,campaign,7-day click or 1-day view,,,539727,1,,981.01,539727,1.81760409,87,11.27597701,0.01611926,335,0.06206842,2.92838806,,2,2,,490.505,,,,,,1,981.01,31,31,10,0
New App promotion oman and bahrain Campaign 22 jan 2026,3/23/2026,active,campaign,7-day click,In-app purchases,2,17819,1.70974802,1484.31,2968.62,30466,97.44042539,184,16.13380435,0.60395195,204,0.6695989,14.55205882,2,77,77,,38.55350649,2,3906.76,3906.76,1484.31,1.31601889,67,44.30776119,168,168,,2
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/22/2026,active,campaign,7-day click,In-app purchases,8,84106,1.39359855,789.4825,6315.86,117210,53.88499275,502,12.58139442,0.4282911,659,0.56223872,9.58400607,8,308,308,,20.50603896,8,1693,1693,789.4825,0.26805534,237,26.64919831,575,575,2,5
Middle Funnel 2(web visit),3/22/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,12,4214,1.31656383,14.04916667,168.59,5548,30.38752704,29,5.81344828,0.52271089,110,1.98269647,1.53263636,1,12,7,5,14.04916667,1,1299,1299,168.59,7.70508334,3,56.19666667,129,129,20,0
Middle Funnel Ad 3(fb-insta),3/22/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,31,12775,1.22841487,12.52935484,388.41,15693,24.75052571,74,5.24878378,0.47154782,370,2.35773912,1.04975676,,31,24,7,12.52935484,,,,,,7,55.48714286,130,130,36,0
NF App Conversions,3/22/2026,active,campaign,7-day click or 1-day view,In-app purchases,5,6001,1.78553574,237.006,1185.03,10715,110.595427,501,2.36532934,4.67568829,539,5.03033131,2.19857143,5,21,21,,56.43,5,4967,4967,237.006,4.19145507,1,1185.03,2163,2163,,1
Bottom Funnel – Copy,3/22/2026,active,campaign,7-day click or 1-day view,actions:purchase,6,8720,1.63715596,75.00166667,450.01,14276,31.52213505,41,10.97585366,0.28719529,201,1.40795741,2.23885572,6,8,7,1,56.25125,6,5842,5842,75.00166667,12.98193373,3,150.0033333,3582,3582,8,0
All-Lookalike-manual-registration 27-07-24,3/22/2026,active,campaign,7-day click,,,226754,1.63522143,,19692.73,370793,53.10976744,1420,13.86811972,0.382963,1819,0.49057021,10.82612974,18,533,533,,36.9469606,18,6255,6255,1094.040556,0.31762991,552,35.67523551,1261,1261,,12
Advantage+ KSA app campaign 01/08/2024 Campaign,3/22/2026,active,campaign,7-day click,In-app purchases,1,22290,1.53526245,2997.24,2997.24,34221,87.58481634,301,9.95760797,0.87957687,326,0.95263143,9.19398773,1,222,222,,13.50108108,1,2373.27,2373.27,2997.24,0.79181847,168,17.84071429,377,377,,1
Advantage+ shopping campaign 02/03/2025 Campaign,3/22/2026,active,campaign,Multiple attribution settings,,,32329,2.21005908,,2353.6,71449,32.94097888,410,5.7404878,0.57383588,2177,3.04692858,1.08112081,36,35,32,3,67.24571429,36,18911,18911,65.37777778,8.03492522,13,181.0461539,16396,16396,133,0
New App IOS KSA promotion campaign,3/22/2026,active,campaign,Multiple attribution settings,In-app purchases,3,18375,1.38998639,1360.323333,4080.97,25541,159.7811362,218,18.72004587,0.85352962,286,1.11976822,14.26912587,3,59,59,,69.16898305,3,6376.62,6376.62,1360.323333,1.56252558,79,51.6578481,15,15,,1
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/22/2026,active,campaign,7-day click,In-app purchases,32,706016,1.47355159,1404.689688,44950.07,1040351,43.20663891,3708,12.12245685,0.35641817,4667,0.4485986,9.6314699,32,1733,1731,2,25.93772072,32,8134,8134,1404.689688,0.18095634,1504,29.88701463,2958,2958,7,26
UAE App promotion Campaign 26 June 25,3/22/2026,active,campaign,7-day click,In-app purchases,1,8725,1.51679083,2034.4,2034.4,13234,153.7252531,122,16.67540984,0.92186792,144,1.08810639,14.12777778,1,123,123,,16.5398374,1,1559,1559,2034.4,0.76631931,86,23.65581395,258,258,,0
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/22/2026,active,campaign,7-day click,In-app purchases,1,164821,1.5857142,13629.81,13629.81,261359,52.14976335,719,18.95662031,0.27510053,1539,0.58884523,8.8562768,1,216,215,1,63.10097222,1,349,349,13629.81,0.02560564,257,53.03428016,3,3,2,2
New qatar App promotion Campaign 23 sept 25,3/22/2026,active,campaign,7-day click,,,15842,1.54342886,,2569.05,24451,105.0693223,170,15.11205882,0.69526809,203,0.83023189,12.65541872,,106,106,,24.23632075,,,,,,84,30.58392857,151,151,,1
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/22/2026,active,campaign,7-day click or 1-day view,,,554890,1.02062391,,1066.34,566334,1.88288183,101,10.55782178,0.017834,364,0.06427303,2.92950549,,2,2,,533.17,,,,,,2,533.17,23,23,26,2
New App promotion oman and bahrain Campaign 22 jan 2026,3/22/2026,active,campaign,7-day click,In-app purchases,1,19050,1.73181102,3132.45,3132.45,32991,94.94862235,168,18.64553571,0.50922979,191,0.57894577,16.40026178,1,91,91,,34.42252747,1,363,363,3132.45,0.11588373,67,46.75298507,164,164,1,1
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/21/2026,active,campaign,7-day click,In-app purchases,5,77650,1.39544108,1159.34,5796.7,108356,53.49680682,480,12.07645833,0.44298424,623,0.57495662,9.30449438,5,224,224,,25.878125,5,1270,1270,1159.34,0.21909017,207,28.00338164,426,426,,4
Middle Funnel 2(web visit),3/21/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,10,4008,1.3500499,16.037,160.37,5411,29.6377749,26,6.16807692,0.48050268,113,2.08833857,1.41920354,,10,5,5,16.037,,,,,,2,80.185,59,59,17,0
Middle Funnel Ad 3(fb-insta),3/21/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,19,13462,1.33137721,22.48,427.12,17923,23.83083189,79,5.40658228,0.44077442,656,3.66010155,0.65109756,1,19,16,3,22.48,1,319,319,427.12,0.74686271,4,106.78,121,121,41,0
NF App Conversions,3/21/2026,active,campaign,7-day click or 1-day view,In-app purchases,6,5973,1.82906412,181.4816667,1088.89,10925,99.66956522,537,2.02772812,4.91533181,565,5.17162471,1.92723894,6,19,18,1,57.31,6,1458,1458,181.4816667,1.33897823,2,544.445,1907,1907,,0
Bottom Funnel – Copy,3/21/2026,active,campaign,7-day click or 1-day view,actions:purchase,4,8677,1.4907226,107.1075,428.43,12935,33.12176266,29,14.77344828,0.22419791,105,0.81175106,4.08028571,4,9,9,,47.60333333,4,2146,2146,107.1075,5.0089863,2,214.215,3390,3390,5,0
All-Lookalike-manual-registration 27-07-24,3/21/2026,active,campaign,7-day click,,,214508,1.54402167,,16338.66,331205,49.33095817,1333,12.25705926,0.40246977,1637,0.49425582,9.98085522,10,365,365,,44.76345205,10,3005,3005,1633.866,0.18391961,383,42.65968668,1040,1040,1,9
Advantage+ KSA app campaign 01/08/2024 Campaign,3/21/2026,active,campaign,7-day click,In-app purchases,3,19512,1.49051866,887.63,2662.89,29083,91.5617371,253,10.52525692,0.86992401,287,0.98683079,9.27836237,3,156,156,,17.06980769,3,3431.85,3431.85,887.63,1.28876897,121,22.00735537,368,368,,0
Advantage+ shopping campaign 02/03/2025 Campaign,3/21/2026,active,campaign,Multiple attribution settings,,,24773,2.24236063,,1950.62,55550,35.11467147,325,6.00190769,0.58505851,1758,3.16471647,1.10956769,22,36,34,2,54.18388889,22,6818,6818,88.66454545,3.49529893,9,216.7355556,13980,13980,108,1
New App IOS KSA promotion campaign,3/21/2026,active,campaign,Multiple attribution settings,In-app purchases,2,19834,1.33583745,2071.695,4143.39,26495,156.383846,213,19.45253521,0.80392527,290,1.09454614,14.28755172,2,59,59,,70.22694915,2,21881.18,21881.18,2071.695,5.28098489,73,56.75876712,4,4,1,3
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/21/2026,active,campaign,7-day click,In-app purchases,30,598356,1.45572368,1198.043333,35941.3,871041,41.26246641,3192,11.25980576,0.36645807,3971,0.45589128,9.05094435,30,1258,1257,1,28.57019078,30,8916,8916,1198.043333,0.24807116,1153,31.17198612,2546,2546,4,19
UAE App promotion Campaign 26 June 25,3/21/2026,active,campaign,7-day click,,,7157,1.52144753,,1847.98,10889,169.7107172,92,20.08673913,0.84488934,111,1.01937735,16.64846847,,58,58,,31.86172414,,,,,,59,31.32169492,189,189,,0
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/21/2026,active,campaign,7-day click,In-app purchases,2,179172,1.47462773,6721.65,13443.3,264212,50.88073214,677,19.85716396,0.25623363,1444,0.54653082,9.30976454,2,129,129,,104.2116279,2,8818.42,8818.42,6721.65,0.65597138,169,79.54615385,6,6,2,5
New qatar App promotion Campaign 23 sept 25,3/21/2026,active,campaign,7-day click,In-app purchases,1,11604,1.59324371,2215.77,2215.77,18488,119.8490913,119,18.61991597,0.64366075,134,0.72479446,16.53559701,1,63,63,,35.17095238,1,1949,1949,2215.77,0.87960393,42,52.75642857,121,121,,0
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/21/2026,active,campaign,7-day click or 1-day view,,,530848,1.00190073,,1042.43,531857,1.95998172,88,11.84579545,0.0165458,337,0.0633629,3.09326409,,3,3,,347.4766667,,,,,,1,1042.43,25,25,14,2
New App promotion oman and bahrain Campaign 22 jan 2026,3/21/2026,active,campaign,7-day click,,,16549,1.74777932,,3171.06,28924,109.6342138,199,15.93497487,0.68800996,215,0.74332734,14.74911628,,94,94,,33.73468085,,,,,,65,48.78553846,132,132,,1
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/20/2026,active,campaign,7-day click,In-app purchases,11,91856,1.38398145,537.2345455,5909.58,127127,46.48564034,522,11.32103448,0.41061301,705,0.55456355,8.38238298,11,261,261,,22.64206897,11,3483,3483,537.2345455,0.58938199,231,25.5825974,634,634,,1
Middle Funnel 2(web visit),3/20/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,4,3138,1.29796048,35.2025,140.81,4073,34.57156887,18,7.82277778,0.44193469,86,2.11146575,1.63732558,,4,4,,35.2025,,,,,,1,140.81,41,41,8,0
Middle Funnel Ad 3(fb-insta),3/20/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,32,9330,1.2488746,9.148125,292.74,11652,25.12358393,58,5.04724138,0.49776862,272,2.3343632,1.07625,,32,27,5,9.148125,,,,,,6,48.79,86,86,34,1
NF App Conversions,3/20/2026,active,campaign,7-day click or 1-day view,In-app purchases,1,5303,1.67358099,926.09,926.09,8875,104.348169,340,2.72379412,3.83098592,392,4.41690141,2.36247449,1,24,24,,38.58708333,1,199,199,926.09,0.21488192,2,463.045,1867,1867,,0
Bottom Funnel – Copy,3/20/2026,active,campaign,7-day click or 1-day view,actions:purchase,3,7196,1.61242357,121.3866667,364.16,11603,31.38498664,28,13.00571429,0.2413169,76,0.65500302,4.79157895,3,12,12,,30.34666667,3,2515,2515,121.3866667,6.90630492,2,182.08,3256,3256,3,0
All-Lookalike-manual-registration 27-07-24,3/20/2026,active,campaign,7-day click,,,224494,1.47011056,,15150.68,330031,45.90683905,1139,13.30173837,0.34511909,1456,0.44117068,10.40568681,5,340,340,,44.56082353,5,1330,1330,3030.136,0.08778484,351,43.16433048,913,913,,2
Advantage+ KSA app campaign 01/08/2024 Campaign,3/20/2026,active,campaign,7-day click,,,21064,1.41725218,,2440.12,29853,81.73784879,218,11.19321101,0.73024487,232,0.77714133,10.51775862,,116,116,,21.03551724,,,,,,111,21.98306306,285,285,,0
Advantage+ shopping campaign 02/03/2025 Campaign,3/20/2026,active,campaign,Multiple attribution settings,,,24013,2.11660351,,1830.04,50826,36.00598119,273,6.70344322,0.53712667,1445,2.84303309,1.26646367,18,33,31,2,55.45575758,18,7908,7908,101.6688889,4.32121702,5,366.008,13630,13630,108,1
New App IOS KSA promotion campaign,3/20/2026,active,campaign,Multiple attribution settings,,,14936,1.35384306,,3441.32,20221,170.1854508,165,20.85648485,0.81598338,208,1.0286336,16.54480769,,30,30,,114.7106667,,,,,,41,83.93463415,,,,0
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/20/2026,active,campaign,7-day click,In-app purchases,24,636852,1.44650562,1461.978333,35087.48,921210,38.0884706,3025,11.59916694,0.32837247,3776,0.40989568,9.29223517,24,1351,1350,1,25.97148779,24,7517,7517,1461.978333,0.21423596,1193,29.4111316,2650,2650,3,19
UAE App promotion Campaign 26 June 25,3/20/2026,active,campaign,7-day click,In-app purchases,1,7371,1.40550807,1551.75,1551.75,10360,149.7828185,82,18.92378049,0.79150579,96,0.92664093,16.1640625,1,75,75,,20.69,1,3076.57,3076.57,1551.75,1.9826454,59,26.30084746,201,201,,0
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/20/2026,active,campaign,7-day click,In-app purchases,3,144404,1.42156034,3887.583333,11662.75,205279,56.81414075,687,16.97634643,0.33466648,1367,0.66592296,8.53163862,3,163,163,,71.5506135,3,6984.08,6984.08,3887.583333,0.59883647,174,67.02729885,3,3,4,5
New qatar App promotion Campaign 23 sept 25,3/20/2026,active,campaign,7-day click,,,13643,1.49820421,,2178.5,20440,106.5802348,130,16.75769231,0.63600783,147,0.71917808,14.81972789,,72,72,,30.25694444,,,,,,55,39.60909091,114,114,,1
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/20/2026,active,campaign,7-day click or 1-day view,,,533851,1.00348412,,985.22,535711,1.83908861,91,10.82659341,0.01698677,358,0.06682708,2.75201117,,3,3,,328.4066667,,,,,,2,492.61,28,28,19,0
New App promotion oman and bahrain Campaign 22 jan 2026,3/20/2026,active,campaign,7-day click,,,17576,1.69526627,,2991.15,29796,100.3876359,180,16.6175,0.60410793,188,0.63095718,15.91037234,,65,64,1,46.01769231,,,,,,52,57.52211538,102,102,1,0
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/19/2026,active,campaign,7-day click,In-app purchases,9,98605,1.30361544,657.0811111,5913.73,128543,46.00585018,557,10.61710952,0.43331803,769,0.59824339,7.69015605,9,310,309,1,19.07654839,10,14752,12190,591.373,2.49453391,252,23.46718254,772,772,2,1
Middle Funnel 2(web visit),3/19/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,7,3692,1.26570964,21.26714286,148.87,4673,31.85747914,24,6.20291667,0.5135887,86,1.84035951,1.73104651,,7,6,1,21.26714286,,,,,,2,74.435,59,59,13,0
Middle Funnel Ad 3(fb-insta),3/19/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,32,13179,1.22141285,11.8665625,379.73,16097,23.59010996,90,4.21922222,0.55911039,389,2.41659937,0.97616967,,32,27,5,11.8665625,,,,,,7,54.24714286,95,95,52,0
NF App Conversions,3/19/2026,active,campaign,7-day click or 1-day view,In-app purchases,9,6094,1.7638661,106.8644444,961.78,10749,89.47623035,499,1.92741483,4.64229231,521,4.84696251,1.84602687,9,23,23,,41.81652174,9,8422,8422,106.8644444,8.75668032,1,961.78,1924,1924,,1
Bottom Funnel – Copy,3/19/2026,active,campaign,7-day click or 1-day view,actions:purchase,3,7775,1.60990354,123.1666667,369.5,12517,29.519853,25,14.78,0.19972837,86,0.68706559,4.29651163,3,8,8,,46.1875,3,2447,2447,123.1666667,6.62246279,,,3293,3293,7,0
All-Lookalike-manual-registration 27-07-24,3/19/2026,active,campaign,7-day click,,,240835,1.44736438,,15899.56,348576,45.6128936,1243,12.79127916,0.35659368,1607,0.46101854,9.89393902,8,433,433,,36.71953811,8,3896,3896,1987.445,0.24503823,398,39.94864322,1098,1098,4,4
Advantage+ KSA app campaign 01/08/2024 Campaign,3/19/2026,active,campaign,7-day click,In-app purchases,1,17592,1.44241701,2420.94,2420.94,25375,95.40650246,249,9.7226506,0.98128079,261,1.02857143,9.27563218,1,172,172,,14.07523256,1,1245,1245,2420.94,0.51426305,122,19.84377049,265,265,1,0
Advantage+ shopping campaign 02/03/2025 Campaign,3/19/2026,active,campaign,Multiple attribution settings,,,25795,2.13405699,,1944.16,55048,35.31754106,326,5.96368098,0.59221043,1371,2.4905537,1.41805981,25,39,38,1,49.85025641,25,15389,15389,77.7664,7.91550078,8,243.02,16827,16827,111,2
New App IOS KSA promotion campaign,3/19/2026,active,campaign,Multiple attribution settings,In-app purchases,1,13365,1.25948373,2948.41,2948.41,16833,175.1565378,139,21.21158273,0.82575893,195,1.15843878,15.12005128,1,30,30,,98.28033333,1,2271,2271,2948.41,0.77024566,50,58.9682,,,1,1
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/19/2026,active,campaign,7-day click,In-app purchases,37,716284,1.41356222,1038.840541,38437.1,1012512,37.96211798,3420,11.23891813,0.33777377,4297,0.42439003,8.94510123,37,1452,1451,1,26.47183196,38,17738,16238,1011.502632,0.46148123,1330,28.90007519,2939,2939,3,27
UAE App promotion Campaign 26 June 25,3/19/2026,active,campaign,7-day click,In-app purchases,3,6939,1.44430033,533.7733333,1601.32,10022,159.7804829,123,13.01886179,1.22729994,134,1.33705847,11.95014925,3,100,100,,16.0132,3,6277.2,6277.2,533.7733333,3.92001599,73,21.93589041,253,253,,1
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/19/2026,active,campaign,7-day click,In-app purchases,2,121118,1.44626728,5290.08,10580.16,175169,60.39972826,626,16.90121406,0.35736917,1224,0.69875377,8.64392157,2,146,146,,72.46684932,2,4977.46,4977.46,5290.08,0.47045224,185,57.19005405,21,21,4,8
New qatar App promotion Campaign 23 sept 25,3/19/2026,active,campaign,7-day click,,,12606,1.48706965,,2153.73,18746,114.8901099,151,14.26311258,0.80550517,171,0.9121946,12.59491228,,60,60,,35.8955,,,,,,57,37.78473684,154,154,,1
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/19/2026,active,campaign,7-day click or 1-day view,,,483394,1.05763828,,977.45,511256,1.9118602,91,10.74120879,0.0177993,314,0.06141737,3.11289809,,,,,,,,,,,,,17,17,26,0
New App promotion oman and bahrain Campaign 22 jan 2026,3/19/2026,active,campaign,7-day click,,,16981,1.6379483,,2999.43,27814,107.8388581,157,19.10464968,0.56446394,176,0.63277486,17.04221591,,82,82,,36.57841463,,,,,,68,44.10926471,172,172,,2
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/18/2026,active,campaign,7-day click,In-app purchases,13,71712,1.32859215,458.6707692,5962.72,95276,62.58365171,412,14.47262136,0.43242789,573,0.60141064,10.40614311,13,205,204,1,29.08643902,13,10076,10076,458.6707692,1.68983283,187,31.88620321,783,783,,4
Middle Funnel 2(web visit),3/18/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,1,3536,1.30486425,129.7,129.7,4614,28.1100997,21,6.17619048,0.45513654,99,2.14564369,1.31010101,,1,,1,129.7,,,,,,1,129.7,69,69,9,1
Middle Funnel Ad 3(fb-insta),3/18/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,26,11985,1.22244472,11.41115385,296.69,14651,20.25049485,60,4.94483333,0.40952836,316,2.15684936,0.93889241,1,26,21,5,11.41115385,1,1200,1200,296.69,4.0446257,3,98.89666667,109,109,34,0
NF App Conversions,3/18/2026,active,campaign,7-day click or 1-day view,In-app purchases,6,5201,1.73831955,157.8766667,947.26,9041,104.7738082,440,2.15286364,4.86671828,463,5.12111492,2.04591793,6,18,18,,52.62555556,6,6437,6437,157.8766667,6.79538881,4,236.815,1890,1890,,0
Bottom Funnel – Copy,3/18/2026,active,campaign,7-day click or 1-day view,actions:purchase,9,8430,1.71376038,44.70555556,402.35,14447,27.85007268,32,12.5734375,0.22149927,91,0.62988856,4.42142857,9,15,15,,26.82333333,9,8154,8154,44.70555556,20.26593762,2,201.175,4470,4470,7,0
All-Lookalike-manual-registration 27-07-24,3/18/2026,active,campaign,7-day click,,,201170,1.43398618,,15404.37,288475,53.39932403,1078,14.28976809,0.37368923,1439,0.49883005,10.70491313,11,402,402,,38.31932836,11,6566,6566,1400.397273,0.42624268,377,40.86039788,1164,1164,1,6
Advantage+ KSA app campaign 01/08/2024 Campaign,3/18/2026,active,campaign,7-day click,,,14650,1.43139932,,2445.09,20970,116.5994278,203,12.04477833,0.96804959,216,1.03004292,11.31986111,,113,112,1,21.6379646,,,,,,103,23.73873786,276,276,1,1
New qatar App promotion Campaign 23 sept 25,3/18/2026,active,campaign,7-day click,,,11672,1.46307402,,2161.51,17077,126.5743398,107,20.20102804,0.62657375,136,0.79639281,15.89345588,,45,45,,48.03355556,,,,,,44,49.12522727,121,121,,2
New App IOS KSA promotion campaign,3/18/2026,active,campaign,Multiple attribution settings,In-app purchases,1,10961,1.3270687,2868.24,2868.24,14546,197.1841056,137,20.93605839,0.94183968,195,1.34057473,14.70892308,1,39,39,,73.54461538,1,3020.51,3020.51,2868.24,1.05308831,38,75.48,,,1,0
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/18/2026,active,campaign,7-day click,In-app purchases,39,548225,1.41304939,902.5530769,35199.57,774669,45.43820651,2666,13.20313953,0.34414698,3406,0.43967165,10.33457722,39,1192,1188,4,29.5298406,39,17062,17062,902.5530769,0.48472183,1030,34.17433981,3014,3014,5,13
UAE App promotion Campaign 26 June 25,3/18/2026,active,campaign,7-day click,,,5437,1.38109251,,1442.33,7509,192.0801705,71,20.31450704,0.94553203,83,1.10534026,17.37746988,,55,55,,26.22418182,,,,,,46,31.355,161,161,,0
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/18/2026,active,campaign,7-day click,,,118317,1.38074833,,10227.35,163366,62.60390779,498,20.53684739,0.30483699,1094,0.66966199,9.34858318,,121,121,,84.52355372,,,,,,161,63.52391304,9,9,2,5
Advantage+ shopping campaign 02/03/2025 Campaign,3/18/2026,active,campaign,Multiple attribution settings,,,22662,2.23303327,,1762.7,50605,34.83252643,264,6.67689394,0.52168758,1030,2.035372,1.71135922,37,53,50,3,33.25849057,37,31030,31030,47.64054054,17.60367618,10,176.27,17589,17589,89,1
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/18/2026,active,campaign,7-day click or 1-day view,,,505257,1,,951.11,505257,1.88242815,92,10.33815217,0.01820856,356,0.07045919,2.6716573,,5,4,1,190.222,,,,,,2,475.555,29,29,22,1
