id,campaign_name,campaign_id,day,delivery_status,result_type,results,reach,frequency,cost_per_result,amount_spent_inr,impressions,cpm,link_clicks,cpc_link,ctr_link,clicks_all,ctr_all,cpc_all,in_app_purchases,registrations_completed,in_app_registrations,website_registrations,cost_per_registration_completed,purchases,purchases_conversion_value,in_app_purchases_conversion_value,cost_per_purchase,purchase_roas,app_installs,cost_per_app_install,app_activations,in_app_sessions,website_landing_page_views,instagram_follows
3591,Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,120212196648420318,2026-03-10,active,In-app purchases,16.0,80858.0,1.34025081,378.249375,6051.99,108370.0,55.84562148,501.0,12.07982036,0.46230507,674.0,0.62194334,8.97921365,16.0,306.0,305.0,1.0,19.7777451,16.0,12331.0,12331.0,378.249375,2.03751163,264.0,22.92420455,,,,
3593,Advantage+ shopping campaign 02/03/2025 Campaign,120215731086760318,2026-03-10,active,,,29666.0,1.9355154,,1807.67,57419.0,31.48208781,270.0,6.69507407,0.47022763,1252.0,2.18046291,1.44382588,32.0,66.0,58.0,8.0,27.38893939,32.0,30374.11,30374.11,56.4896875,16.8029065,19.0,95.14052632,,,,
3589,All-Lookalike-manual-registration 27-07-24,120209316450690318,2026-03-10,active,,,213227.0,1.41801929,,14548.67,302360.0,48.11704591,1228.0,11.84745114,0.40613838,1633.0,0.54008467,8.90916718,14.0,467.0,467.0,,31.15346895,14.0,6131.0,6131.0,1039.190714,0.42141309,428.0,33.99221963,,,,
3588,Bottom Funnel – Copy,23848934971910317,2026-03-10,active,actions:purchase,12.0,7752.0,1.65260578,29.79916667,357.59,12811.0,27.91273125,28.0,12.77107143,0.21856217,83.0,0.64788073,4.30831325,12.0,18.0,18.0,,19.86611111,12.0,8943.0,8943.0,29.79916667,25.00908862,3.0,119.1966667,,,,
3596,India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,120228467191530318,2026-03-10,active,In-app purchases,1.0,130571.0,1.34391251,9501.99,9501.99,175476.0,54.14979826,589.0,16.13241087,0.33565844,1171.0,0.66732773,8.11442357,1.0,235.0,235.0,,40.434,1.0,299.0,299.0,9501.99,0.03146709,258.0,36.8294186,,,,
3600,Middle Funnel 2(web visit),23848721350610317,2026-03-10,active,actions:complete_registration,8.0,2176.0,1.42784926,19.53625,156.29,3107.0,50.30254265,17.0,9.19352941,0.54715159,52.0,1.67364017,3.00557692,,8.0,6.0,2.0,19.53625,1.0,1000.0,,156.29,6.39836202,2.0,78.145,,,,
3592,Middle Funnel Ad 3(fb-insta),23848721470940317,2026-03-10,active,actions:complete_registration,37.0,12483.0,1.21284948,8.39594595,310.65,15140.0,20.51849406,55.0,5.64818182,0.36327609,171.0,1.12945839,1.81666667,1.0,37.0,34.0,3.0,8.39594595,1.0,199.0,199.0,310.65,0.64059231,8.0,38.83125,,,,
3587,NF App Conversions,23848933924920317,2026-03-10,active,In-app purchases,7.0,7333.0,1.66125733,162.0457143,1134.32,12182.0,93.11443113,444.0,2.55477477,3.64472172,490.0,4.02232802,2.31493878,7.0,27.0,27.0,,42.01185185,7.0,4553.0,4553.0,162.0457143,4.01385852,2.0,567.16,,,,
3586,New App IOS KSA promotion campaign,120212785502620318,2026-03-10,active,In-app purchases,1.0,15257.0,1.27757751,3005.67,3005.67,19492.0,154.2001847,165.0,18.21618182,0.84650113,232.0,1.19023189,12.95547414,1.0,47.0,47.0,,63.95042553,1.0,201.01,201.01,3005.67,0.06687694,65.0,46.24107692,,,,
3599,New App promotion oman and bahrain Campaign 22 jan 2026,120237325237390318,2026-03-10,active,In-app purchases,4.0,17610.0,1.56053379,706.69,2826.76,27481.0,102.8623413,170.0,16.628,0.61860922,194.0,0.70594229,14.57092784,4.0,94.0,94.0,,30.07191489,4.0,7655.88,7655.88,706.69,2.70835869,75.0,37.69013333,,,,
3598,New Awareness campaign 24/10/25 –duplicate (07/11/25),120233503097150318,2026-03-10,active,,,565654.0,1.0,,974.67,565654.0,1.72308514,91.0,10.71065934,0.01608757,285.0,0.05038416,3.41989474,,4.0,4.0,,243.6675,,,,,,2.0,487.335,,,,
3597,New qatar App promotion Campaign 23 sept 25,120231060494030318,2026-03-10,active,,,12853.0,1.44300941,,2038.71,18547.0,109.9212811,107.0,19.05336449,0.57691271,130.0,0.70092198,15.68238462,,58.0,58.0,,35.15017241,,,,,,46.0,44.31978261,,,,
3595,UAE App promotion Campaign 26 June 25,120225757421370318,2026-03-10,active,,,6522.0,1.30512113,,1381.56,8512.0,162.3073308,73.0,18.92547945,0.85761278,88.0,1.03383459,15.69954545,,64.0,64.0,,21.586875,,,,,,44.0,31.39909091,,,,
3576,Advantage+ KSA app campaign 01/08/2024 Campaign,120209414239730318,2026-03-11,active,In-app purchases,2.0,18221.0,1.32775369,1344.42,2688.84,24193.0,111.1412392,216.0,12.44833333,0.89282024,245.0,1.01268962,10.97485714,2.0,162.0,162.0,,16.59777778,2.0,2750.0,2750.0,1344.42,1.02274587,122.0,22.03967213,,,,
3580,Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,120217652310390318,2026-03-11,active,In-app purchases,32.0,884056.0,1.42556015,1460.982188,46751.43,1260275.0,37.09621313,4081.0,11.45587601,0.32381821,5643.0,0.44775942,8.2848538,32.0,1952.0,1949.0,3.0,23.95052766,32.0,10945.0,10945.0,1460.982188,0.23411049,1667.0,28.04524895,,,,
3577,Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,120212196648420318,2026-03-11,active,In-app purchases,15.0,77615.0,1.37696322,394.626,5919.39,106873.0,55.38714175,456.0,12.98111842,0.42667465,631.0,0.59042041,9.38096672,15.0,248.0,248.0,,23.86850806,15.0,5574.0,5574.0,394.626,0.94165108,226.0,26.19199115,,,,
3578,Advantage+ shopping campaign 02/03/2025 Campaign,120215731086760318,2026-03-11,active,,,32099.0,2.05311692,,1999.77,65903.0,30.34414215,273.0,7.32516484,0.41424518,1370.0,2.0788128,1.45968613,31.0,38.0,36.0,2.0,52.62552632,32.0,29311.11,28012.11,62.4928125,14.65724058,20.0,99.9885,,,,
3575,All-Lookalike-manual-registration 27-07-24,120209316450690318,2026-03-11,active,,,292550.0,1.42936934,,18647.13,418162.0,44.59307637,1557.0,11.97631985,0.37234373,2089.0,0.49956715,8.92634275,18.0,568.0,568.0,,32.82945423,18.0,12680.0,12680.0,1035.951667,0.6799974,497.0,37.51937626,,,,
3574,Bottom Funnel – Copy,23848934971910317,2026-03-11,active,actions:purchase,3.0,8200.0,1.55097561,127.3766667,382.13,12718.0,30.04639094,29.0,13.17689655,0.22802327,103.0,0.80987577,3.71,3.0,11.0,11.0,,34.73909091,3.0,3506.0,3506.0,127.3766667,9.17488813,3.0,127.3766667,,,,
3582,India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,120228467191530318,2026-03-11,active,,,124497.0,1.3225138,,9866.44,164649.0,59.92408092,659.0,14.97183612,0.40024537,1250.0,0.75919076,7.893152,,222.0,221.0,1.0,44.44342342,,,,,,291.0,33.9052921,,,,
3571,Middle Funnel 2(web visit),23848721350610317,2026-03-11,active,actions:complete_registration,7.0,2066.0,1.55130687,22.79142857,159.54,3205.0,49.77847114,20.0,7.977,0.62402496,58.0,1.80967239,2.75068966,,7.0,6.0,1.0,22.79142857,,,,,,3.0,53.18,,,,
3572,Middle Funnel Ad 3(fb-insta),23848721470940317,2026-03-11,active,actions:complete_registration,32.0,12648.0,1.2699241,10.570625,338.26,16062.0,21.05964388,54.0,6.26407407,0.33619724,167.0,1.03972108,2.02550898,,32.0,28.0,4.0,10.570625,,,,,,7.0,48.32285714,,,,
3573,NF App Conversions,23848933924920317,2026-03-11,active,In-app purchases,10.0,5249.0,1.59020766,98.989,989.89,8347.0,118.5923086,280.0,3.53532143,3.35449862,350.0,4.19312328,2.82825714,10.0,29.0,29.0,,34.13413793,10.0,15684.0,15684.0,98.989,15.84418471,1.0,989.89,,,,
3579,New App IOS KSA promotion campaign,120212785502620318,2026-03-11,active,,,15579.0,1.27408691,,2937.46,19849.0,147.990327,160.0,18.359125,0.80608595,212.0,1.06806388,13.8559434,,37.0,37.0,,79.39081081,,,,,,46.0,63.85782609,,,,
3585,New App promotion oman and bahrain Campaign 22 jan 2026,120237325237390318,2026-03-11,active,,,19777.0,1.56767963,,3099.14,31004.0,99.95936008,154.0,20.12428571,0.4967101,173.0,0.55799252,17.91410405,,76.0,76.0,,40.77815789,,,,,,60.0,51.65233333,,,,
3584,New Awareness campaign 24/10/25 –duplicate (07/11/25),120233503097150318,2026-03-11,active,,,571894.0,1.0,,989.43,571894.0,1.73009334,101.0,9.79633663,0.01766062,366.0,0.06399787,2.70336066,,3.0,3.0,,329.81,,,,,,,,,,,
3583,New qatar App promotion Campaign 23 sept 25,120231060494030318,2026-03-11,active,,,15765.0,1.42689502,,2307.03,22495.0,102.5574572,133.0,17.34609023,0.5912425,159.0,0.70682374,14.50962264,,53.0,53.0,,43.52886792,,,,,,45.0,51.26733333,,,,
3581,UAE App promotion Campaign 26 June 25,120225757421370318,2026-03-11,active,,,8073.0,1.36145175,,1748.3,10991.0,159.066509,87.0,20.0954023,0.79155673,109.0,0.9917205,16.03944954,,69.0,69.0,,25.33768116,,,,,,50.0,34.966,,,,
3561,Advantage+ KSA app campaign 01/08/2024 Campaign,120209414239730318,2026-03-12,active,In-app purchases,2.0,16151.0,1.29341836,1158.78,2317.56,20890.0,110.9411202,179.0,12.94726257,0.85686932,208.0,0.99569172,11.14211538,2.0,138.0,138.0,,16.79391304,2.0,7403.98,7403.98,1158.78,3.19473067,99.0,23.40969697,,,,
3565,Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,120217652310390318,2026-03-12,active,In-app purchases,40.0,488147.0,1.34503541,658.73275,26349.31,656575.0,40.1314549,2077.0,12.68623495,0.31633858,2789.0,0.42478011,9.44758336,40.0,1138.0,1137.0,1.0,23.15405097,40.0,12277.05,12277.05,658.73275,0.4659344,950.0,27.73611579,,,,
3562,Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,120212196648420318,2026-03-12,active,In-app purchases,12.0,87837.0,1.31524301,495.2558333,5943.07,115527.0,51.44312585,455.0,13.06169231,0.39384733,602.0,0.52109031,9.8722093,12.0,248.0,248.0,,23.96399194,12.0,10760.0,10760.0,495.2558333,1.81051208,212.0,28.03334906,,,,
3563,Advantage+ shopping campaign 02/03/2025 Campaign,120215731086760318,2026-03-12,active,,,26951.0,2.17565211,,1847.71,58636.0,31.51152875,281.0,6.57548043,0.47922778,1022.0,1.74295655,1.80793542,31.0,53.0,51.0,2.0,34.86245283,31.0,21500.0,21500.0,59.60354839,11.63602513,16.0,115.481875,,,,
3560,All-Lookalike-manual-registration 27-07-24,120209316450690318,2026-03-12,active,,,200824.0,1.37737521,,13917.79,276610.0,50.31557066,1061.0,13.11761546,0.38357254,1359.0,0.49130545,10.24119941,12.0,386.0,386.0,,36.05645078,12.0,3105.0,3105.0,1159.815833,0.22309576,386.0,36.05645078,,,,
3559,Bottom Funnel – Copy,23848934971910317,2026-03-12,active,actions:purchase,12.0,8563.0,1.56206937,34.0375,408.45,13376.0,30.53603469,35.0,11.67,0.26166268,100.0,0.74760766,4.0845,12.0,11.0,11.0,,37.13181818,12.0,5435.0,5435.0,34.0375,13.30640225,3.0,136.15,,,,
3567,India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,120228467191530318,2026-03-12,active,In-app purchases,6.0,125828.0,1.36691356,1799.043333,10794.26,171996.0,62.75878509,722.0,14.95049861,0.4197772,1198.0,0.69652783,9.01023372,6.0,227.0,227.0,,47.55180617,6.0,15319.96,15319.96,1799.043333,1.41926913,317.0,34.05129338,,,,
3556,Middle Funnel 2(web visit),23848721350610317,2026-03-12,active,actions:complete_registration,14.0,2094.0,1.55778415,10.23071429,143.23,3262.0,43.908645,23.0,6.2273913,0.7050889,57.0,1.74739424,2.51280702,,14.0,13.0,1.0,10.23071429,,,,,,2.0,71.615,,,,
3557,Middle Funnel Ad 3(fb-insta),23848721470940317,2026-03-12,active,actions:complete_registration,23.0,12839.0,1.19596542,13.98086957,321.56,15355.0,20.9417128,69.0,4.66028986,0.44936503,207.0,1.34809508,1.55342995,,23.0,18.0,5.0,13.98086957,,,,,,6.0,53.59333333,,,,
3558,NF App Conversions,23848933924920317,2026-03-12,active,In-app purchases,7.0,4723.0,1.69743807,135.1042857,945.73,8017.0,117.9655732,339.0,2.78976401,4.22851441,392.0,4.88960958,2.41257653,7.0,37.0,37.0,,25.56027027,7.0,6079.0,6079.0,135.1042857,6.42783881,4.0,236.4325,,,,
3564,New App IOS KSA promotion campaign,120212785502620318,2026-03-12,active,In-app purchases,1.0,16307.0,1.26344515,3176.44,3176.44,20603.0,154.173664,204.0,15.57078431,0.99014707,239.0,1.16002524,13.29054393,1.0,45.0,45.0,,70.58755556,1.0,3958.36,3958.36,3176.44,1.24616237,61.0,52.07278689,,,,
3570,New App promotion oman and bahrain Campaign 22 jan 2026,120237325237390318,2026-03-12,active,,,16526.0,1.53800073,,2749.5,25417.0,108.1756305,133.0,20.67293233,0.52327183,152.0,0.59802494,18.08881579,,71.0,71.0,,38.72535211,,,,,,54.0,50.91666667,,,,
3569,New Awareness campaign 24/10/25 –duplicate (07/11/25),120233503097150318,2026-03-12,active,,,539143.0,1.01280922,,970.81,546049.0,1.77788074,102.0,9.5177451,0.01867964,346.0,0.06336428,2.80580925,,2.0,2.0,,485.405,,,,,,1.0,970.81,,,,
3568,New qatar App promotion Campaign 23 sept 25,120231060494030318,2026-03-12,active,,,12621.0,1.43166152,,2079.87,18069.0,115.1070895,101.0,20.59277228,0.5589684,126.0,0.69732691,16.50690476,,57.0,57.0,,36.48894737,,,,,,40.0,51.99675,,,,
3566,UAE App promotion Campaign 26 June 25,120225757421370318,2026-03-12,active,In-app purchases,2.0,6758.0,1.33989346,721.52,1443.04,9055.0,159.3638874,81.0,17.81530864,0.89453341,89.0,0.98288239,16.21393258,2.0,73.0,73.0,,19.76767123,2.0,3118.0,3118.0,721.52,2.16071627,46.0,31.37043478,,,,
3546,Advantage+ KSA app campaign 01/08/2024 Campaign,120209414239730318,2026-03-13,active,In-app purchases,1.0,17729.0,1.27192735,2584.19,2584.19,22550.0,114.5982262,230.0,11.2356087,1.01995565,250.0,1.10864745,10.33676,1.0,147.0,146.0,1.0,17.57952381,1.0,3064.56,3064.56,2584.19,1.18588803,114.0,22.66833333,,,,
3550,Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,120217652310390318,2026-03-13,active,In-app purchases,32.0,588515.0,1.46268659,1020.831563,32666.61,860813.0,37.94855561,2700.0,12.09874444,0.31365697,3479.0,0.40415282,9.38965507,32.0,1247.0,1246.0,1.0,26.19615878,32.0,11489.0,11489.0,1020.831563,0.35170469,1140.0,28.65492105,,,,
3547,Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,120212196648420318,2026-03-13,active,In-app purchases,18.0,79749.0,1.29444883,329.0122222,5922.22,103231.0,57.36861989,397.0,14.91743073,0.3845744,580.0,0.56184673,10.21072414,18.0,222.0,222.0,,26.67666667,18.0,6185.0,6185.0,329.0122222,1.04437187,201.0,29.46378109,,,,
3548,Advantage+ shopping campaign 02/03/2025 Campaign,120215731086760318,2026-03-13,active,,,27143.0,2.2409461,,1816.0,60826.0,29.85565383,300.0,6.05333333,0.49321014,923.0,1.5174432,1.96749729,24.0,70.0,66.0,4.0,25.94285714,24.0,9266.0,9266.0,75.66666667,5.10242291,11.0,165.0909091,,,,
3545,All-Lookalike-manual-registration 27-07-24,120209316450690318,2026-03-13,active,,,248165.0,1.39054258,,15885.04,345084.0,46.03238632,1299.0,12.22866821,0.37643009,1699.0,0.49234389,9.34964097,23.0,457.0,457.0,,34.75938731,23.0,7677.0,7677.0,690.653913,0.4832849,470.0,33.79795745,,,,
3544,Bottom Funnel – Copy,23848934971910317,2026-03-13,active,actions:purchase,6.0,9317.0,1.52366642,70.675,424.05,14196.0,29.87109045,36.0,11.77916667,0.25359256,112.0,0.78895464,3.78616071,6.0,12.0,12.0,,35.3375,6.0,2475.0,2475.0,70.675,5.83657588,3.0,141.35,,,,
3552,India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,120228467191530318,2026-03-13,active,In-app purchases,3.0,127565.0,1.39313291,3721.713333,11165.14,177715.0,62.82609797,666.0,16.76447447,0.37475734,1115.0,0.62740905,10.01357848,3.0,198.0,198.0,,56.38959596,3.0,4039.87,4039.87,3721.713333,0.36182887,242.0,46.13694215,,,,
3541,Middle Funnel 2(web visit),23848721350610317,2026-03-13,active,actions:complete_registration,2.0,1934.0,1.54136505,59.81,119.62,2981.0,40.127474,13.0,9.20153846,0.43609527,46.0,1.54310634,2.60043478,1.0,2.0,1.0,1.0,59.81,1.0,1299.0,1299.0,119.62,10.85938806,1.0,119.62,,,,
3542,Middle Funnel Ad 3(fb-insta),23848721470940317,2026-03-13,active,actions:complete_registration,24.0,11494.0,1.22611797,11.81166667,283.48,14093.0,20.11495068,46.0,6.1626087,0.32640318,166.0,1.17788973,1.70771084,,24.0,18.0,6.0,11.81166667,,,,,,8.0,35.435,,,,
3543,NF App Conversions,23848933924920317,2026-03-13,active,In-app purchases,11.0,4647.0,1.67376802,79.72272727,876.95,7778.0,112.7474929,374.0,2.3447861,4.80843404,414.0,5.32270507,2.11823671,11.0,23.0,23.0,,38.12826087,11.0,3787.0,3787.0,79.72272727,4.31837619,3.0,292.3166667,,,,
3549,New App IOS KSA promotion campaign,120212785502620318,2026-03-13,active,In-app purchases,1.0,18288.0,1.27504374,3709.4,3709.4,23318.0,159.0788232,208.0,17.83365385,0.89201475,236.0,1.01209366,15.71779661,1.0,48.0,48.0,,77.27916667,1.0,3186.9,3186.9,3709.4,0.85914164,67.0,55.3641791,,,,
3555,New App promotion oman and bahrain Campaign 22 jan 2026,120237325237390318,2026-03-13,active,In-app purchases,2.0,20780.0,1.56491819,1624.075,3248.15,32519.0,99.8846828,195.0,16.65717949,0.59964944,219.0,0.67345244,14.83173516,2.0,96.0,96.0,,33.83489583,2.0,3380.72,3380.72,1624.075,1.040814,74.0,43.89391892,,,,
3554,New Awareness campaign 24/10/25 –duplicate (07/11/25),120233503097150318,2026-03-13,active,,,541778.0,1.0,,993.08,541778.0,1.83300171,106.0,9.36867925,0.01956521,349.0,0.06441753,2.84550143,,7.0,7.0,,141.8685714,,,,,,3.0,331.0266667,,,,
3553,New qatar App promotion Campaign 23 sept 25,120231060494030318,2026-03-13,active,In-app purchases,1.0,14463.0,1.45654429,2402.74,2402.74,21066.0,114.0577234,146.0,16.45712329,0.69305991,169.0,0.80224058,14.21739645,1.0,81.0,81.0,,29.66345679,1.0,1949.0,1949.0,2402.74,0.81115726,68.0,35.33441176,,,,
3551,UAE App promotion Campaign 26 June 25,120225757421370318,2026-03-13,active,,,8124.0,1.33616445,,1752.39,10855.0,161.4362045,105.0,16.68942857,0.96729618,121.0,1.11469369,14.48256198,,74.0,74.0,,23.68094595,,,,,,55.0,31.86163636,,,,
3531,Advantage+ KSA app campaign 01/08/2024 Campaign,120209414239730318,2026-03-14,active,In-app purchases,2.0,19786.0,1.3099161,1518.09,3036.18,25918.0,117.1456131,239.0,12.70368201,0.92213905,274.0,1.05718034,11.08094891,2.0,178.0,178.0,,17.05719101,2.0,2828.23,2828.23,1518.09,0.93150933,132.0,23.00136364,,,,
3535,Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,120217652310390318,2026-03-14,active,In-app purchases,44.0,567977.0,1.46070351,814.8795455,35854.7,829646.0,43.21686599,2513.0,14.26768802,0.30290027,3338.0,0.40234028,10.74137208,44.0,1174.0,1174.0,,30.54063032,44.0,17861.0,17861.0,814.8795455,0.49814948,1006.0,35.64085487,,,,
3532,Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,120212196648420318,2026-03-14,active,In-app purchases,10.0,80547.0,1.2629024,566.277,5662.77,101723.0,55.66853121,431.0,13.13867749,0.42369965,588.0,0.57804036,9.63056122,10.0,263.0,263.0,,21.53144487,10.0,3358.0,3358.0,566.277,0.59299601,224.0,25.28022321,,,,
3534,Advantage+ shopping campaign 02/03/2025 Campaign,120215731086760318,2026-03-14,active,,,32047.0,2.06721378,,2246.8,66248.0,33.91498611,332.0,6.76746988,0.5011472,987.0,1.4898563,2.27639311,41.0,69.0,67.0,2.0,32.56231884,42.0,40720.0,38612.0,53.4952381,18.1235535,20.0,112.34,,,,
3530,All-Lookalike-manual-registration 27-07-24,120209316450690318,2026-03-14,active,,,235164.0,1.41187001,,17122.0,332021.0,51.56902726,1180.0,14.51016949,0.35539921,1547.0,0.46593438,11.0678733,14.0,521.0,521.0,,32.86372361,14.0,4764.0,4764.0,1223.0,0.27823852,433.0,39.54272517,,,,
3529,Bottom Funnel – Copy,23848934971910317,2026-03-14,active,actions:purchase,4.0,9405.0,1.48102073,113.1525,452.61,13929.0,32.49407711,40.0,11.31525,0.28717065,123.0,0.88304975,3.6797561,4.0,15.0,15.0,,30.174,4.0,4409.0,4409.0,113.1525,9.74127836,8.0,56.57625,,,,
3537,India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,120228467191530318,2026-03-14,active,In-app purchases,1.0,130478.0,1.33056147,10647.78,10647.78,173609.0,61.3319586,613.0,17.36995106,0.35309229,1085.0,0.6249676,9.81362212,1.0,218.0,218.0,,48.84302752,1.0,2878.56,2878.56,10647.78,0.27034368,253.0,42.08608696,,,,
3533,Middle Funnel 2(web visit),23848721350610317,2026-03-14,active,actions:complete_registration,7.0,2271.0,1.58520476,23.69,165.83,3600.0,46.06388889,17.0,9.75470588,0.47222222,54.0,1.5,3.07092593,,7.0,7.0,,23.69,,,,,,6.0,27.63833333,,,,
3527,Middle Funnel Ad 3(fb-insta),23848721470940317,2026-03-14,active,actions:complete_registration,20.0,14558.0,1.1752988,20.073,401.46,17110.0,23.46347165,56.0,7.16892857,0.32729398,267.0,1.56049094,1.50359551,,20.0,15.0,5.0,20.073,,,,,,5.0,80.292,,,,
3528,NF App Conversions,23848933924920317,2026-03-14,active,In-app purchases,7.0,5016.0,1.62779107,139.9771429,979.84,8165.0,120.004899,366.0,2.67715847,4.48254746,424.0,5.19289651,2.3109434,7.0,19.0,19.0,,51.57052632,7.0,15121.0,15121.0,139.9771429,15.43211137,3.0,326.6133333,,,,
3526,New App IOS KSA promotion campaign,120212785502620318,2026-03-14,active,,,14641.0,1.30489721,,3308.33,19105.0,173.1656634,151.0,21.9094702,0.79036901,186.0,0.97356713,17.78672043,,43.0,41.0,2.0,76.93790698,,,,,,51.0,64.86921569,,,,
3540,New App promotion oman and bahrain Campaign 22 jan 2026,120237325237390318,2026-03-14,active,,,17222.0,1.67988619,,3249.47,28931.0,112.3179289,168.0,19.34208333,0.58069199,188.0,0.64982199,17.28441489,,84.0,84.0,,38.68416667,,,,,,63.0,51.57888889,,,,
3539,New Awareness campaign 24/10/25 –duplicate (07/11/25),120233503097150318,2026-03-14,active,,,538828.0,1.0,,1011.64,538828.0,1.87748224,89.0,11.36674157,0.01651733,298.0,0.05530522,3.3947651,,3.0,1.0,2.0,337.2133333,,,,,,1.0,1011.64,,,,
3538,New qatar App promotion Campaign 23 sept 25,120231060494030318,2026-03-14,active,In-app purchases,2.0,12958.0,1.52245717,1180.235,2360.47,19728.0,119.6507502,131.0,18.01885496,0.66403082,162.0,0.82116788,14.57080247,2.0,65.0,65.0,,36.31492308,2.0,4907.0,4907.0,1180.235,2.07882329,59.0,40.0079661,,,,
3536,UAE App promotion Campaign 26 June 25,120225757421370318,2026-03-14,active,,,7927.0,1.42046171,,2042.81,11260.0,181.4218473,99.0,20.63444444,0.87921847,116.0,1.03019538,17.61043103,,63.0,63.0,,32.42555556,,,,,,51.0,40.05509804,,,,
3516,Advantage+ KSA app campaign 01/08/2024 Campaign,120209414239730318,2026-03-15,active,In-app purchases,5.0,16270.0,1.42261832,539.728,2698.64,23146.0,116.5920677,194.0,13.91051546,0.83815778,230.0,0.99369221,11.73321739,5.0,139.0,138.0,1.0,19.41467626,6.0,7870.41,7627.41,449.7733333,2.91643569,100.0,26.9864,,,,
3520,Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,120217652310390318,2026-03-15,active,In-app purchases,32.0,625572.0,1.4638363,1230.494063,39375.81,915735.0,42.99913184,2789.0,14.11825385,0.30456409,3609.0,0.39410965,10.91044888,32.0,1299.0,1298.0,1.0,30.31240185,32.0,14492.0,14492.0,1230.494063,0.36804322,1079.0,36.49287303,,,,
3517,Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,120212196648420318,2026-03-15,active,In-app purchases,15.0,98565.0,1.33055344,420.7713333,6311.57,131146.0,48.12628673,547.0,11.5385192,0.4170924,767.0,0.58484437,8.22890482,15.0,358.0,357.0,1.0,17.6300838,15.0,5880.0,5880.0,420.7713333,0.9316224,273.0,23.11930403,,,,
3518,Advantage+ shopping campaign 02/03/2025 Campaign,120215731086760318,2026-03-15,active,,,31904.0,2.07908099,,2523.06,66331.0,38.0374184,391.0,6.45283887,0.58946797,1724.0,2.5990864,1.46349188,18.0,54.0,49.0,5.0,46.72333333,18.0,21307.0,21307.0,140.17,8.4449042,16.0,157.69125,,,,
3515,All-Lookalike-manual-registration 27-07-24,120209316450690318,2026-03-15,active,,,241409.0,1.45193427,,17730.19,350510.0,50.58397763,1296.0,13.68070216,0.36974694,1721.0,0.49099883,10.30226031,14.0,496.0,496.0,,35.74635081,14.0,8645.0,8645.0,1266.442143,0.48758643,448.0,39.57631696,,,,
3514,Bottom Funnel – Copy,23848934971910317,2026-03-15,active,actions:purchase,8.0,8438.0,1.4804456,50.76625,406.13,12492.0,32.51120717,29.0,14.00448276,0.23214858,80.0,0.64040986,5.076625,8.0,6.0,5.0,1.0,67.68833333,8.0,4568.0,4568.0,50.76625,11.24763007,5.0,81.226,,,,
3522,India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,120228467191530318,2026-03-15,active,,,136360.0,1.43905104,,12766.31,196229.0,65.05822279,628.0,20.32851911,0.32003425,1274.0,0.64924145,10.02065149,,245.0,245.0,,52.10738776,,,,,,303.0,42.1330363,,,,
3511,Middle Funnel 2(web visit),23848721350610317,2026-03-15,active,actions:complete_registration,6.0,3704.0,1.27942765,30.99,185.94,4739.0,39.23612576,37.0,5.02540541,0.78075543,108.0,2.27896181,1.72166667,,6.0,4.0,2.0,30.99,,,,,,3.0,61.98,,,,
3512,Middle Funnel Ad 3(fb-insta),23848721470940317,2026-03-15,active,actions:complete_registration,44.0,13754.0,1.13690563,8.38954545,369.14,15637.0,23.60682995,62.0,5.95387097,0.39649549,270.0,1.72667391,1.36718519,1.0,44.0,41.0,3.0,8.38954545,1.0,268.0,268.0,369.14,0.72601181,14.0,26.36714286,,,,
3513,NF App Conversions,23848933924920317,2026-03-15,active,In-app purchases,8.0,4902.0,1.64320685,127.81875,1022.55,8055.0,126.9459963,347.0,2.94682997,4.3078833,402.0,4.99068901,2.54365672,8.0,34.0,34.0,,30.075,8.0,5146.0,5146.0,127.81875,5.03251675,2.0,511.275,,,,
3519,New App IOS KSA promotion campaign,120212785502620318,2026-03-15,active,In-app purchases,1.0,13155.0,1.36556442,3450.1,3450.1,17964.0,192.0563349,133.0,25.9406015,0.74036963,181.0,1.0075707,19.06132597,1.0,30.0,30.0,,115.0033333,1.0,2867.67,2867.67,3450.1,0.8311846,47.0,73.40638298,,,,
3525,New App promotion oman and bahrain Campaign 22 jan 2026,120237325237390318,2026-03-15,active,,,17199.0,1.6466655,,3085.51,28321.0,108.9477773,169.0,18.25745562,0.59673034,191.0,0.67441121,16.15450262,,96.0,96.0,,32.14072917,,,,,,73.0,42.26726027,,,,
