id,campaign_name,campaign_id,day,delivery_status,result_type,results,reach,frequency,cost_per_result,amount_spent_inr,impressions,cpm,link_clicks,cpc_link,ctr_link,clicks_all,ctr_all,cpc_all,in_app_purchases,registrations_completed,in_app_registrations,website_registrations,cost_per_registration_completed,purchases,purchases_conversion_value,in_app_purchases_conversion_value,cost_per_purchase,purchase_roas,app_installs,cost_per_app_install,app_activations,in_app_sessions,website_landing_page_views,instagram_follows
3431,UAE App promotion Campaign 26 June 25,120225757421370318,2026-03-21,active,,,7157.0,1.52144753,,1847.98,10889.0,169.7107172,92.0,20.08673913,0.84488934,111.0,1.01937735,16.64846847,,58.0,58.0,,31.86172414,,,,,,59.0,31.32169492,,,,
3411,Advantage+ KSA app campaign 01/08/2024 Campaign,120209414239730318,2026-03-22,active,In-app purchases,1.0,22290.0,1.53526245,2997.24,2997.24,34221.0,87.58481634,301.0,9.95760797,0.87957687,326.0,0.95263143,9.19398773,1.0,222.0,222.0,,13.50108108,1.0,2373.27,2373.27,2997.24,0.79181847,168.0,17.84071429,,,,
3415,Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,120217652310390318,2026-03-22,active,In-app purchases,32.0,706016.0,1.47355159,1404.689688,44950.07,1040351.0,43.20663891,3708.0,12.12245685,0.35641817,4667.0,0.4485986,9.6314699,32.0,1733.0,1731.0,2.0,25.93772072,32.0,8134.0,8134.0,1404.689688,0.18095634,1504.0,29.88701463,,,,
3412,Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,120212196648420318,2026-03-22,active,In-app purchases,8.0,84106.0,1.39359855,789.4825,6315.86,117210.0,53.88499275,502.0,12.58139442,0.4282911,659.0,0.56223872,9.58400607,8.0,308.0,308.0,,20.50603896,8.0,1693.0,1693.0,789.4825,0.26805534,237.0,26.64919831,,,,
3413,Advantage+ shopping campaign 02/03/2025 Campaign,120215731086760318,2026-03-22,active,,,32329.0,2.21005908,,2353.6,71449.0,32.94097888,410.0,5.7404878,0.57383588,2177.0,3.04692858,1.08112081,36.0,35.0,32.0,3.0,67.24571429,36.0,18911.0,18911.0,65.37777778,8.03492522,13.0,181.0461539,,,,
3410,All-Lookalike-manual-registration 27-07-24,120209316450690318,2026-03-22,active,,,226754.0,1.63522143,,19692.73,370793.0,53.10976744,1420.0,13.86811972,0.382963,1819.0,0.49057021,10.82612974,18.0,533.0,533.0,,36.9469606,18.0,6255.0,6255.0,1094.040556,0.31762991,552.0,35.67523551,,,,
3409,Bottom Funnel – Copy,23848934971910317,2026-03-22,active,actions:purchase,6.0,8720.0,1.63715596,75.00166667,450.01,14276.0,31.52213505,41.0,10.97585366,0.28719529,201.0,1.40795741,2.23885572,6.0,8.0,7.0,1.0,56.25125,6.0,5842.0,5842.0,75.00166667,12.98193373,3.0,150.0033333,,,,
3417,India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,120228467191530318,2026-03-22,active,In-app purchases,1.0,164821.0,1.5857142,13629.81,13629.81,261359.0,52.14976335,719.0,18.95662031,0.27510053,1539.0,0.58884523,8.8562768,1.0,216.0,215.0,1.0,63.10097222,1.0,349.0,349.0,13629.81,0.02560564,257.0,53.03428016,,,,
3406,Middle Funnel 2(web visit),23848721350610317,2026-03-22,active,actions:complete_registration,12.0,4214.0,1.31656383,14.04916667,168.59,5548.0,30.38752704,29.0,5.81344828,0.52271089,110.0,1.98269647,1.53263636,1.0,12.0,7.0,5.0,14.04916667,1.0,1299.0,1299.0,168.59,7.70508334,3.0,56.19666667,,,,
3407,Middle Funnel Ad 3(fb-insta),23848721470940317,2026-03-22,active,actions:complete_registration,31.0,12775.0,1.22841487,12.52935484,388.41,15693.0,24.75052571,74.0,5.24878378,0.47154782,370.0,2.35773912,1.04975676,,31.0,24.0,7.0,12.52935484,,,,,,7.0,55.48714286,,,,
3408,NF App Conversions,23848933924920317,2026-03-22,active,In-app purchases,5.0,6001.0,1.78553574,237.006,1185.03,10715.0,110.595427,501.0,2.36532934,4.67568829,539.0,5.03033131,2.19857143,5.0,21.0,21.0,,56.43,5.0,4967.0,4967.0,237.006,4.19145507,1.0,1185.03,,,,
3414,New App IOS KSA promotion campaign,120212785502620318,2026-03-22,active,In-app purchases,3.0,18375.0,1.38998639,1360.323333,4080.97,25541.0,159.7811362,218.0,18.72004587,0.85352962,286.0,1.11976822,14.26912587,3.0,59.0,59.0,,69.16898305,3.0,6376.62,6376.62,1360.323333,1.56252558,79.0,51.6578481,,,,
3420,New App promotion oman and bahrain Campaign 22 jan 2026,120237325237390318,2026-03-22,active,In-app purchases,1.0,19050.0,1.73181102,3132.45,3132.45,32991.0,94.94862235,168.0,18.64553571,0.50922979,191.0,0.57894577,16.40026178,1.0,91.0,91.0,,34.42252747,1.0,363.0,363.0,3132.45,0.11588373,67.0,46.75298507,,,,
3419,New Awareness campaign 24/10/25 –duplicate (07/11/25),120233503097150318,2026-03-22,active,,,554890.0,1.02062391,,1066.34,566334.0,1.88288183,101.0,10.55782178,0.017834,364.0,0.06427303,2.92950549,,2.0,2.0,,533.17,,,,,,2.0,533.17,,,,
3418,New qatar App promotion Campaign 23 sept 25,120231060494030318,2026-03-22,active,,,15842.0,1.54342886,,2569.05,24451.0,105.0693223,170.0,15.11205882,0.69526809,203.0,0.83023189,12.65541872,,106.0,106.0,,24.23632075,,,,,,84.0,30.58392857,,,,
3416,UAE App promotion Campaign 26 June 25,120225757421370318,2026-03-22,active,In-app purchases,1.0,8725.0,1.51679083,2034.4,2034.4,13234.0,153.7252531,122.0,16.67540984,0.92186792,144.0,1.08810639,14.12777778,1.0,123.0,123.0,,16.5398374,1.0,1559.0,1559.0,2034.4,0.76631931,86.0,23.65581395,,,,
3396,Advantage+ KSA app campaign 01/08/2024 Campaign,120209414239730318,2026-03-23,active,,,17909.0,1.40175331,,2307.45,25104.0,91.91563098,229.0,10.07620087,0.91220523,254.0,1.01179095,9.08444882,,148.0,148.0,,15.59087838,,,,,,115.0,20.06478261,,,,
3400,Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,120217652310390318,2026-03-23,active,In-app purchases,35.0,637842.0,1.44007293,1042.956286,36503.47,918539.0,39.74079489,3115.0,11.71860995,0.3391255,4013.0,0.43688945,9.09630451,35.0,1555.0,1554.0,1.0,23.47490032,35.0,16482.0,16482.0,1042.956286,0.45151872,1336.0,27.32295659,,,,
3397,Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,120212196648420318,2026-03-23,active,In-app purchases,8.0,71959.0,1.3937381,764.635,6117.08,100292.0,60.99270131,484.0,12.63859504,0.48259083,662.0,0.66007259,9.24030211,8.0,288.0,288.0,,21.23986111,8.0,2093.0,2093.0,764.635,0.34215672,218.0,28.06,,,,
3399,Advantage+ shopping campaign 02/03/2025 Campaign,120215731086760318,2026-03-23,active,,,32497.0,2.1127181,,2103.39,68657.0,30.63620607,355.0,5.92504225,0.51706308,1812.0,2.63920649,1.16081126,28.0,55.0,53.0,2.0,38.24345455,30.0,21729.0,16129.0,70.113,10.33046653,18.0,116.855,,,,
3398,All-Lookalike-manual-registration 27-07-24,120209316450690318,2026-03-23,active,,,203821.0,1.55930939,,15860.25,317820.0,49.90324712,1133.0,13.99845543,0.3564911,1493.0,0.46976276,10.62307435,13.0,424.0,424.0,,37.40625,13.0,4821.0,4821.0,1220.019231,0.30396747,422.0,37.58353081,,,,
3395,Bottom Funnel – Copy,23848934971910317,2026-03-23,active,actions:purchase,6.0,7680.0,1.59427083,64.29166667,385.75,12244.0,31.50522705,47.0,8.20744681,0.38386148,265.0,2.16432538,1.45566038,6.0,9.0,9.0,,42.86111111,6.0,3112.0,3112.0,64.29166667,8.06740117,6.0,64.29166667,,,,
3402,India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,120228467191530318,2026-03-23,active,In-app purchases,2.0,173844.0,1.41182324,6129.73,12259.46,245437.0,49.94951861,688.0,17.81898256,0.28031633,1530.0,0.62337789,8.01271895,2.0,219.0,219.0,,55.97926941,2.0,6039.25,6039.25,6129.73,0.49261958,289.0,42.42027682,,,,
3392,Middle Funnel 2(web visit),23848721350610317,2026-03-23,active,actions:complete_registration,10.0,3891.0,1.47340015,14.417,144.17,5733.0,25.14739229,25.0,5.7668,0.43607186,42.0,0.73260073,3.43261905,,10.0,8.0,2.0,14.417,,,,,,3.0,48.05666667,,,,
3393,Middle Funnel Ad 3(fb-insta),23848721470940317,2026-03-23,active,actions:complete_registration,36.0,12780.0,1.31995305,10.70416667,385.35,16869.0,22.84367775,74.0,5.20743243,0.43867449,313.0,1.85547454,1.23115016,1.0,36.0,27.0,9.0,10.70416667,1.0,3000.0,3000.0,385.35,7.7851304,11.0,35.03181818,,,,
3394,NF App Conversions,23848933924920317,2026-03-23,active,In-app purchases,6.0,4630.0,1.86393089,164.7233333,988.34,8630.0,114.5237544,447.0,2.21105145,5.17960603,474.0,5.49246813,2.08510549,6.0,9.0,9.0,,109.8155556,6.0,3284.0,3284.0,164.7233333,3.32274319,5.0,197.668,,,,
3391,New App IOS KSA promotion campaign,120212785502620318,2026-03-23,active,,,17996.0,1.31079129,,3459.3,23589.0,146.6488618,196.0,17.6494898,0.83089576,284.0,1.20395099,12.1806338,,41.0,41.0,,84.37317073,,,,,,67.0,51.63134328,,,,
3405,New App promotion oman and bahrain Campaign 22 jan 2026,120237325237390318,2026-03-23,active,In-app purchases,2.0,17819.0,1.70974802,1484.31,2968.62,30466.0,97.44042539,184.0,16.13380435,0.60395195,204.0,0.6695989,14.55205882,2.0,77.0,77.0,,38.55350649,2.0,3906.76,3906.76,1484.31,1.31601889,67.0,44.30776119,,,,
3404,New Awareness campaign 24/10/25 –duplicate (07/11/25),120233503097150318,2026-03-23,active,,,539727.0,1.0,,981.01,539727.0,1.81760409,87.0,11.27597701,0.01611926,335.0,0.06206842,2.92838806,,2.0,2.0,,490.505,,,,,,1.0,981.01,,,,
3403,New qatar App promotion Campaign 23 sept 25,120231060494030318,2026-03-23,active,In-app purchases,2.0,14177.0,1.53332863,1201.13,2402.26,21738.0,110.5097065,141.0,17.03730496,0.64863373,158.0,0.7268378,15.20417722,2.0,49.0,49.0,,49.02571429,2.0,10473.0,10473.0,1201.13,4.35964467,52.0,46.19730769,,,,
3401,UAE App promotion Campaign 26 June 25,120225757421370318,2026-03-23,active,In-app purchases,2.0,6817.0,1.38565351,738.15,1476.3,9446.0,156.288376,75.0,19.684,0.79398687,82.0,0.86809231,18.00365854,2.0,59.0,59.0,,25.0220339,2.0,2668.0,2668.0,738.15,1.80722075,45.0,32.80666667,,,,
3382,Advantage+ KSA app campaign 01/08/2024 Campaign,120209414239730318,2026-03-24,active,In-app purchases,4.0,17695.0,1.39429217,587.13,2348.52,24672.0,95.18968872,220.0,10.67509091,0.89169909,249.0,1.00924125,9.43180723,4.0,148.0,148.0,,15.86837838,4.0,9892.55,9892.55,587.13,4.21224857,116.0,20.24586207,,,,
3386,Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,120217652310390318,2026-03-24,active,In-app purchases,31.0,616864.0,1.40231883,1163.541935,36069.8,865040.0,41.69726255,2992.0,12.05541444,0.34587996,4056.0,0.46888005,8.89294872,31.0,1462.0,1459.0,3.0,24.67154583,31.0,10954.0,10954.0,1163.541935,0.30368896,1312.0,27.49222561,,,,
3377,Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,120212196648420318,2026-03-24,active,In-app purchases,8.0,75560.0,1.34017999,752.7125,6021.7,101264.0,59.46535788,452.0,13.32234513,0.44635803,672.0,0.66361195,8.9608631,8.0,224.0,224.0,,26.88258929,8.0,3055.0,3055.0,752.7125,0.50733182,207.0,29.09033816,,,,
3385,Advantage+ shopping campaign 02/03/2025 Campaign,120215731086760318,2026-03-24,active,,,27639.0,2.03621694,,1866.97,56279.0,33.17347501,295.0,6.32871186,0.5241742,1463.0,2.59954868,1.2761244,40.0,43.0,43.0,,43.41790698,41.0,40765.0,39767.0,45.53585366,21.83484469,20.0,93.3485,,,,
3383,All-Lookalike-manual-registration 27-07-24,120209316450690318,2026-03-24,active,,,205053.0,1.44987881,,15522.87,297302.0,52.21246409,1162.0,13.35875215,0.39084836,1592.0,0.53548244,9.75054648,11.0,402.0,402.0,,38.61410448,11.0,3470.0,3470.0,1411.17,0.22354114,416.0,37.31459135,,,,
3381,Bottom Funnel – Copy,23848934971910317,2026-03-24,active,actions:purchase,5.0,8216.0,1.6649221,76.524,382.62,13679.0,27.97134293,32.0,11.956875,0.23393523,206.0,1.50595804,1.85737864,5.0,8.0,8.0,,47.8275,5.0,5596.0,5596.0,76.524,14.62547697,6.0,63.77,,,,
3388,India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,120228467191530318,2026-03-24,active,In-app purchases,1.0,150403.0,1.35694767,10287.69,10287.69,204089.0,50.40786128,555.0,18.53637838,0.27194018,1286.0,0.63011725,7.99975894,1.0,181.0,181.0,,56.8380663,1.0,2415.46,2415.46,10287.69,0.23479129,217.0,47.40870968,,,,
3378,Middle Funnel 2(web visit),23848721350610317,2026-03-24,active,actions:complete_registration,4.0,4907.0,1.4571021,36.215,144.86,7150.0,20.26013986,21.0,6.89809524,0.29370629,33.0,0.46153846,4.38969697,,4.0,3.0,1.0,36.215,,,,,,3.0,48.28666667,,,,
3379,Middle Funnel Ad 3(fb-insta),23848721470940317,2026-03-24,active,actions:complete_registration,43.0,12523.0,1.32092949,7.54348837,324.37,16542.0,19.60887438,66.0,4.91469697,0.3989844,298.0,1.80147503,1.08848993,,43.0,35.0,8.0,7.54348837,,,,,,7.0,46.33857143,,,,
3380,NF App Conversions,23848933924920317,2026-03-24,active,In-app purchases,6.0,4909.0,1.74129151,169.9233333,1019.54,8548.0,119.2723444,311.0,3.27826367,3.63827796,393.0,4.59756668,2.59424936,6.0,14.0,13.0,1.0,72.82428571,6.0,10157.0,10157.0,169.9233333,9.96233596,5.0,203.908,,,,
3384,New App IOS KSA promotion campaign,120212785502620318,2026-03-24,active,In-app purchases,1.0,12457.0,1.23352332,2343.21,2343.21,15366.0,152.4931667,125.0,18.74568,0.81348432,183.0,1.19094104,12.80442623,1.0,28.0,28.0,,83.68607143,1.0,3455.25,3455.25,2343.21,1.47457974,45.0,52.07133333,,,,
3376,New App promotion oman and bahrain Campaign 22 jan 2026,120237325237390318,2026-03-24,active,In-app purchases,1.0,18904.0,1.6297609,3008.85,3008.85,30809.0,97.66139764,206.0,14.60606796,0.66863579,210.0,0.68161901,14.32785714,1.0,109.0,108.0,1.0,27.60412844,1.0,1299.0,1299.0,3008.85,0.43172641,73.0,41.21712329,,,,
3390,New Awareness campaign 24/10/25 –duplicate (07/11/25),120233503097150318,2026-03-24,active,,,529873.0,1.01012129,,982.82,535236.0,1.83623673,91.0,10.80021978,0.01700185,344.0,0.06427071,2.85703488,,6.0,5.0,1.0,163.8033333,,,,,,1.0,982.82,,,,
3389,New qatar App promotion Campaign 23 sept 25,120231060494030318,2026-03-24,active,,,13756.0,1.51751963,,2175.42,20875.0,104.2117365,119.0,18.28084034,0.57005988,152.0,0.72814371,14.31197368,,71.0,70.0,1.0,30.63971831,,,,,,57.0,38.16526316,,,,
3387,UAE App promotion Campaign 26 June 25,120225757421370318,2026-03-24,active,In-app purchases,2.0,6965.0,1.39913855,802.165,1604.33,9745.0,164.6310929,106.0,15.13518868,1.0877373,128.0,1.3134941,12.53382812,2.0,54.0,54.0,,29.70981481,2.0,5786.23,5786.23,802.165,3.6066333,55.0,29.16963636,,,,
3364,Advantage+ KSA app campaign 01/08/2024 Campaign,120209414239730318,2026-03-25,active,,,18122.0,1.45110915,,2392.73,26297.0,90.98870594,171.0,13.9925731,0.65026429,213.0,0.80997832,11.23347418,,130.0,130.0,,18.40561538,,,,,,94.0,25.45457447,,,,
3368,Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,120217652310390318,2026-03-25,active,In-app purchases,54.0,576633.0,1.46230271,630.4472222,34044.15,843212.0,40.37436611,2712.0,12.55315265,0.3216273,3700.0,0.43879831,9.20112162,54.0,1533.0,1532.0,1.0,22.20753425,54.0,23414.0,23414.0,630.4472222,0.68775399,1270.0,26.80641732,,,,
3365,Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,120212196648420318,2026-03-25,active,In-app purchases,10.0,76201.0,1.37277726,649.582,6495.82,104607.0,62.09737398,483.0,13.44890269,0.46172818,685.0,0.65483189,9.48294891,10.0,322.0,322.0,,20.17335404,10.0,2459.0,2459.0,649.582,0.37855113,230.0,28.24269565,,,,
3361,Advantage+ shopping campaign 02/03/2025 Campaign,120215731086760318,2026-03-25,active,,,25636.0,2.18614448,,1845.54,56044.0,32.9301977,277.0,6.66259928,0.49425451,1476.0,2.63364499,1.25036585,34.0,50.0,49.0,1.0,36.9108,34.0,25507.0,25507.0,54.28058824,13.82088711,13.0,141.9646154,,,,
3363,All-Lookalike-manual-registration 27-07-24,120209316450690318,2026-03-25,active,,,182351.0,1.52432397,,14771.63,277962.0,53.14262381,1068.0,13.83111423,0.38422518,1506.0,0.54180068,9.80851926,16.0,494.0,493.0,1.0,29.90208502,16.0,6943.0,6943.0,923.226875,0.4700226,433.0,34.11461894,,,,
3362,Bottom Funnel – Copy,23848934971910317,2026-03-25,active,actions:purchase,10.0,8563.0,1.62968586,37.04,370.4,13955.0,26.5424579,26.0,14.24615385,0.18631315,190.0,1.36151917,1.94947368,10.0,8.0,8.0,,46.3,10.0,15181.0,15181.0,37.04,40.98542117,4.0,92.6,,,,
3370,India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,120228467191530318,2026-03-25,active,In-app purchases,1.0,134764.0,1.37807575,9344.19,9344.19,185715.0,50.31467571,450.0,20.76486667,0.24230676,1137.0,0.61222841,8.21828496,1.0,161.0,161.0,,58.0384472,1.0,199.0,199.0,9344.19,0.02129666,207.0,45.14101449,,,,
3375,Middle Funnel 2(web visit),23848721350610317,2026-03-25,active,actions:complete_registration,17.0,4852.0,1.39571311,8.55117647,145.37,6772.0,21.46633196,16.0,9.085625,0.23626698,35.0,0.51683402,4.15342857,,17.0,16.0,1.0,8.55117647,,,,,,6.0,24.22833333,,,,
3373,Middle Funnel Ad 3(fb-insta),23848721470940317,2026-03-25,active,actions:complete_registration,39.0,13455.0,1.23686362,8.35846154,325.98,16642.0,19.58778993,61.0,5.34393443,0.36654248,396.0,2.37952169,0.82318182,1.0,39.0,34.0,5.0,8.35846154,1.0,371.0,371.0,325.98,1.13810663,9.0,36.22,,,,
3374,NF App Conversions,23848933924920317,2026-03-25,active,In-app purchases,11.0,4560.0,1.80635965,88.03454545,968.38,8237.0,117.5646473,348.0,2.78270115,4.22483914,391.0,4.74687386,2.47667519,11.0,34.0,34.0,,28.48176471,11.0,11581.0,11581.0,88.03454545,11.95914827,9.0,107.5977778,,,,
3366,New App IOS KSA promotion campaign,120212785502620318,2026-03-25,active,,,11079.0,1.24866865,,2202.01,13834.0,159.1737748,113.0,19.48681416,0.8168281,160.0,1.15657077,13.7625625,,29.0,29.0,,75.93137931,,,,,,35.0,62.91457143,,,,
3372,New App promotion oman and bahrain Campaign 22 jan 2026,120237325237390318,2026-03-25,active,,,17343.0,1.68448365,,2953.92,29214.0,101.1131649,121.0,24.41256198,0.41418498,149.0,0.51002944,19.82496644,,82.0,82.0,,36.02341463,,,,,,55.0,53.70763636,,,,
3371,New Awareness campaign 24/10/25 –duplicate (07/11/25),120233503097150318,2026-03-25,active,,,522040.0,1.00689411,,971.95,525639.0,1.84908274,76.0,12.78881579,0.01445859,304.0,0.05783437,3.19720395,,3.0,3.0,,323.9833333,,,,,,2.0,485.975,,,,
3367,New qatar App promotion Campaign 23 sept 25,120231060494030318,2026-03-25,active,,,12470.0,1.52485966,,2078.1,19015.0,109.2874047,107.0,19.42149533,0.56271365,137.0,0.72048383,15.16861314,,71.0,71.0,,29.26901408,,,,,,48.0,43.29375,,,,
3369,UAE App promotion Campaign 26 June 25,120225757421370318,2026-03-25,active,In-app purchases,2.0,5993.0,1.44718839,753.24,1506.48,8673.0,173.6976825,92.0,16.37478261,1.06076329,110.0,1.26830393,13.69527273,2.0,57.0,57.0,,26.42947368,2.0,2163.93,2163.93,753.24,1.43641469,53.0,28.42415094,,,,
3352,Advantage+ KSA app campaign 01/08/2024 Campaign,120209414239730318,2026-03-26,active,In-app purchases,1.0,20170.0,1.42716906,2527.74,2527.74,28786.0,87.81143611,210.0,12.03685714,0.7295213,262.0,0.91016466,9.6478626,1.0,161.0,161.0,,15.70024845,1.0,1299.0,1299.0,2527.74,0.51389779,120.0,21.0645,,,,
3355,Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,120217652310390318,2026-03-26,active,In-app purchases,36.0,813668.0,1.40294444,1039.665278,37427.95,1141531.0,32.78750205,3516.0,10.64503697,0.3080074,4866.0,0.42626963,7.69172832,36.0,1649.0,1649.0,,22.69736204,36.0,8772.0,8772.0,1039.665278,0.2343703,1484.0,25.22099057,,,,
3346,Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,120212196648420318,2026-03-26,active,In-app purchases,10.0,80471.0,1.32544643,591.205,5912.05,106660.0,55.42893306,584.0,10.12337329,0.54753422,765.0,0.71723233,7.72816993,10.0,316.0,316.0,,18.70901899,10.0,4456.0,4456.0,591.205,0.75371487,263.0,22.47927757,,,,
3360,Advantage+ shopping campaign 02/03/2025 Campaign,120215731086760318,2026-03-26,active,,,31721.0,2.17269317,,2152.06,68920.0,31.22547882,294.0,7.31993197,0.42658154,1997.0,2.89756239,1.07764647,39.0,99.0,95.0,4.0,21.7379798,40.0,32500.58,30500.58,53.8015,15.10207894,17.0,126.5917647,,,,
3351,All-Lookalike-manual-registration 27-07-24,120209316450690318,2026-03-26,active,,,234049.0,1.44895727,,15455.27,339127.0,45.57369363,1291.0,11.97154919,0.38068334,1781.0,0.52517199,8.67786075,13.0,569.0,568.0,1.0,27.16216169,13.0,8146.0,8146.0,1188.866923,0.52706941,497.0,31.09712274,,,,
3350,Bottom Funnel – Copy,23848934971910317,2026-03-26,active,actions:purchase,10.0,9922.0,1.65238863,40.929,409.29,16395.0,24.96431839,39.0,10.49461538,0.2378774,266.0,1.62244587,1.53868421,10.0,13.0,13.0,,31.48384615,10.0,5778.0,5778.0,40.929,14.11712966,7.0,58.47,,,,
3357,India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,120228467191530318,2026-03-26,active,In-app purchases,1.0,193267.0,1.36632224,11496.98,11496.98,264065.0,43.53844697,678.0,16.95719764,0.25675497,1708.0,0.64681044,6.73125293,1.0,227.0,226.0,1.0,50.64748899,1.0,1999.0,1999.0,11496.98,0.17387175,265.0,43.38483019,,,,
3349,Middle Funnel 2(web visit),23848721350610317,2026-03-26,active,actions:complete_registration,13.0,5016.0,1.35067783,13.79461538,179.33,6775.0,26.46937269,35.0,5.12371429,0.51660517,73.0,1.07749077,2.45657534,,13.0,12.0,1.0,13.79461538,,,,,,3.0,59.77666667,,,,
3347,Middle Funnel Ad 3(fb-insta),23848721470940317,2026-03-26,active,actions:complete_registration,35.0,14160.0,1.30515537,10.41542857,364.54,18481.0,19.7251231,65.0,5.60830769,0.35171257,398.0,2.15356312,0.91592965,,35.0,30.0,5.0,10.41542857,,,,,,5.0,72.908,,,,
3348,NF App Conversions,23848933924920317,2026-03-26,active,In-app purchases,7.0,4925.0,1.81522843,155.6485714,1089.54,8940.0,121.8724832,327.0,3.33192661,3.65771812,396.0,4.4295302,2.75136364,7.0,70.0,70.0,,15.56485714,7.0,5938.0,5938.0,155.6485714,5.45000642,7.0,155.6485714,,,,
3354,New App IOS KSA promotion campaign,120212785502620318,2026-03-26,active,In-app purchases,1.0,17685.0,1.27424371,3124.94,3124.94,22535.0,138.6705125,183.0,17.07617486,0.81207011,258.0,1.14488573,12.11217054,1.0,50.0,50.0,,62.4988,1.0,2046.13,2046.13,3124.94,0.65477417,65.0,48.076,,,,
3359,New App promotion oman and bahrain Campaign 22 jan 2026,120237325237390318,2026-03-26,active,In-app purchases,6.0,18224.0,1.61243415,498.73,2992.38,29385.0,101.8335886,158.0,18.93911392,0.5376893,185.0,0.62957291,16.17502703,6.0,78.0,78.0,,38.36384615,6.0,10480.93,10480.93,498.73,3.50253978,61.0,49.05540984,,,,
3358,New Awareness campaign 24/10/25 –duplicate (07/11/25),120233503097150318,2026-03-26,active,,,502098.0,1.0,,972.21,502098.0,1.9362953,83.0,11.71337349,0.01653064,318.0,0.06333425,3.05726415,,1.0,1.0,,972.21,,,,,,1.0,972.21,,,,
3353,New qatar App promotion Campaign 23 sept 25,120231060494030318,2026-03-26,active,In-app purchases,1.0,12800.0,1.4925,1993.45,1993.45,19104.0,104.3472571,99.0,20.13585859,0.51821608,127.0,0.66478224,15.69645669,1.0,59.0,59.0,,33.78728814,1.0,1949.0,1949.0,1993.45,0.97770197,47.0,42.41382979,,,,
3356,UAE App promotion Campaign 26 June 25,120225757421370318,2026-03-26,active,,,7525.0,1.31003322,,1660.09,9858.0,168.400284,85.0,19.53047059,0.86224386,103.0,1.04483668,16.11737864,,66.0,66.0,,25.15287879,,,,,,57.0,29.12438596,,,,
3337,Advantage+ KSA app campaign 01/08/2024 Campaign,120209414239730318,2026-03-27,active,,,19720.0,1.42236308,,2624.75,28049.0,93.57731113,225.0,11.66555556,0.80216764,272.0,0.96973154,9.64981618,,188.0,188.0,,13.96143617,,,,,,125.0,20.998,,,,
3340,Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,120217652310390318,2026-03-27,active,In-app purchases,35.0,641992.0,1.37711996,961.5491429,33654.22,884100.0,38.0660785,2976.0,11.30854167,0.33661351,4009.0,0.45345549,8.394667,35.0,1539.0,1539.0,,21.86758934,35.0,12598.0,12598.0,961.5491429,0.37433641,1331.0,25.2849136,,,,
3331,Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,120212196648420318,2026-03-27,active,In-app purchases,8.0,64533.0,1.38708878,670.65,5365.2,89513.0,59.93766269,442.0,12.13846154,0.49378303,580.0,0.64795058,9.25034483,8.0,255.0,255.0,,21.04,8.0,19613.0,19613.0,670.65,3.65559532,200.0,26.826,,,,
3338,Advantage+ shopping campaign 02/03/2025 Campaign,120215731086760318,2026-03-27,active,,,27684.0,2.08094928,,1915.12,57609.0,33.24341683,273.0,7.01509158,0.47388429,1493.0,2.59160895,1.28273275,29.0,88.0,85.0,3.0,21.76272727,31.0,23231.0,17631.0,61.77806452,12.13031037,15.0,127.6746667,,,,
3336,All-Lookalike-manual-registration 27-07-24,120209316450690318,2026-03-27,active,,,192391.0,1.50298611,,14820.15,289161.0,51.25224356,1107.0,13.38766938,0.38283171,1479.0,0.51147976,10.0203854,9.0,465.0,465.0,,31.87129032,9.0,2552.0,2552.0,1646.683333,0.17219799,416.0,35.62536058,,,,
3335,Bottom Funnel – Copy,23848934971910317,2026-03-27,active,actions:purchase,9.0,8566.0,1.54027551,39.95444444,359.59,13194.0,27.25405487,16.0,22.474375,0.12126724,199.0,1.50826133,1.80698492,9.0,13.0,12.0,1.0,27.66076923,9.0,5323.0,5323.0,39.95444444,14.80297005,6.0,59.93166667,,,,
3342,India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,120228467191530318,2026-03-27,active,In-app purchases,2.0,162097.0,1.37488047,5949.655,11899.31,222864.0,53.39269689,623.0,19.10001605,0.27954268,1472.0,0.6604925,8.08377038,2.0,145.0,145.0,,82.0642069,2.0,3239.46,3239.46,5949.655,0.27223931,178.0,66.85005618,,,,
